Year,Entity,Gini – posttax_dis,Gini – posttax_nat,Gini – pretax,Top 1pc share – posttax_dis,Top 1pc share – posttax_nat,Top 1pc share – pretax,Top 10pc share – posttax_dis,Top 10pc share – posttax_nat,Top 10pc share – pretax,Bottom 50pc share – posttax_dis,Bottom 50pc share – posttax_nat,Bottom 50pc share – pretax,Ratio Top 10 Bottom 50 share – posttax_dis,Ratio Top 10 Bottom 50 share – posttax_nat,Ratio Top 10 Bottom 50 share – pretax
2021,Azerbaijan,,45.512789748515594,,,13.16,,,36.8,,,21.67,,,169.82002768804796,
1995,Bahrain,,,65.0637410955198,,,20.83,,,54.290000000000006,,,10.72,,,506.43656716417917
2005,Bahrain,,,64.1680670737593,,,20.17,,,52.71,,,10.79,,,488.50787766450424
2015,Bahrain,,,66.2817736568158,,,24.34,,,55.720000000000006,,,10.23,,,544.672531769306
2018,Bahrain,,62.2000767429185,,,23.13,,,53.26,,,12.73,,,418.381775333857,
2019,Bahrain,,62.1545039674146,,,23.13,,,53.25,,,12.76,,,417.3197492163009,
2020,Bahrain,,62.154399016850405,,,23.13,,,53.25,,,12.76,,,417.3197492163009,
2021,Bahrain,,62.1537741597052,,,23.13,,,53.25,,,12.76,,,417.3197492163009,
1983,Bangladesh,,,47.316961069381804,,,11.64,,,36.52,,,19.97,,,182.87431146720084
1985,Bangladesh,,,49.359936624193104,,,13.0,,,38.91,,,18.98,,,205.00526870389882
1988,Bangladesh,,,51.0473411364469,,,14.3,,,40.54,,,18.14,,,223.48401323042998
1991,Bangladesh,,,49.2511561387563,,,12.58,,,38.54,,,18.86,,,204.34782608695653
1995,Bangladesh,,,55.01095587317229,,,16.71,,,44.88,,,16.25,,,276.18461538461537
2000,Bangladesh,,,55.251209286284094,,,16.23,,,44.49,,,15.85,,,280.6940063091483
2005,Bangladesh,,,56.387658195338,,,16.77,,,45.48,,,15.160000000000002,,,299.99999999999994
2010,Bangladesh,,,54.630395565982305,,,16.36,,,43.63,,,16.06,,,271.66874221668746
2016,Bangladesh,,,52.983736602934094,,,16.150000000000002,,,42.39,,,17.09,,,248.03978935049736
2018,Bangladesh,,50.9809936743935,,,15.15,,,40.99,,,18.22,,,224.97255762897916,
2019,Bangladesh,,50.897485564506795,,,15.14,,,40.96,,,18.27,,,224.19266557197594,
2020,Bangladesh,,50.8975152584316,,,15.14,,,40.96,,,18.27,,,224.19266557197594,
2021,Bangladesh,,50.8975177147949,,,15.14,,,40.96,,,18.27,,,224.19266557197594,
1993,Belarus,,,38.858884696165,,,8.66,,,29.92,,,25.16,,,118.91891891891892
1995,Belarus,,,45.7926855643777,,,12.4,,,34.62,,,20.65,,,167.65133171912834
1999,Belarus,,,48.9556720603893,,,11.93,,,36.9,,,18.48,,,199.67532467532467
2000,Belarus,,,48.5838950378021,,,12.25,,,36.93,,,18.89,,,195.50026469031232
2001,Belarus,,,47.221051326110704,,,11.93,,,36.13,,,19.86,,,181.92346424974826
2002,Belarus,,,47.033129631050805,,,12.05,,,36.13,,,20.01,,,180.55972013993002
2003,Belarus,,,45.7327847486706,,,10.64,,,34.58,,,20.57,,,168.1088964511424
2004,Belarus,,,44.4350513820357,,,10.0,,,33.51,,,21.34,,,157.029053420806
2005,Belarus,,,44.7478566553205,,,10.05,,,33.68,,,21.14,,,159.31882686849573
2006,Belarus,,,44.7579442316435,,,10.25,,,33.85,,,21.14,,,160.12298959318827
2007,Belarus,,,47.1973839921194,,,12.03,,,36.14,,,19.91,,,181.51682571572076
2008,Belarus,,,46.485811387576,,,11.76,,,35.410000000000004,,,20.17,,,175.55775904809124
2009,Belarus,,,45.6330868159966,,,11.38,,,35.04,,,20.9,,,167.6555023923445
2010,Belarus,,,45.383500316139106,,,10.0,,,34.47,,,20.8,,,165.72115384615384
2011,Belarus,,,47.9833349979721,,,12.47,,,36.48,,,19.27,,,189.3098079916969
2012,Belarus,,,45.879202409242495,,,11.69,,,35.06,,,20.69,,,169.4538424359594
2013,Belarus,,,42.6779394922521,,,10.38,,,32.86,,,22.75,,,144.43956043956044
2014,Belarus,,,43.8440563509234,,,10.65,,,33.89,,,22.1,,,153.34841628959276
2015,Belarus,,,42.278482844836404,,,9.03,,,32.11,,,22.78,,,140.9569798068481
2016,Belarus,,,42.544455886190505,,,9.54,,,32.56,,,22.770000000000003,,,142.99516908212559
2017,Belarus,,,43.258430745368095,,,10.13,,,32.99,,,22.29,,,148.00358905338717
2018,Belarus,,35.964321452355605,42.8858293895987,,8.1,9.95,,29.25,32.93,,27.16,22.65,,107.69513991163475,145.38631346578367
2019,Belarus,,35.8776995517292,,,7.82,,,29.110000000000003,,,27.09,,,107.45662606127723,
2020,Belarus,,35.8775378562758,,,7.82,,,29.110000000000003,,,27.09,,,107.45662606127723,
2021,Belarus,,35.8776096751218,,,7.82,,,29.110000000000003,,,27.09,,,107.45662606127723,
1985,Belgium,35.1326519678547,32.228166177394904,42.9444232175597,5.25,4.87,7.5,25.540000000000003,24.25,31.2,26.37,28.33,21.67,96.85248388320062,85.59830568302154,143.9778495616059
1988,Belgium,37.0273968615287,34.0583934065653,45.0210872921049,6.32,5.8500000000000005,8.91,27.51,26.1,33.37,25.230000000000004,27.22,20.68,109.03686087990488,95.8853783982366,161.36363636363635
1991,Belgium,36.8910209885156,34.101935531475306,44.1804891846862,5.56,5.18,7.870000000000001,26.27,25.040000000000003,32.379999999999995,25.21,27.08,21.1,104.20468068226893,92.46676514032498,153.4597156398104
1992,Belgium,37.4493672940724,34.5647741078963,44.0195205364585,5.76,5.36,7.57,26.63,25.35,32.01,24.78,26.72,21.09,107.46569814366424,94.87275449101797,151.77809388335703
1993,Belgium,37.544028711067,34.5570050389103,44.2370695856958,5.55,5.15,7.56,26.450000000000003,25.14,32.1,24.68,26.700000000000003,20.880000000000003,107.1717990275527,94.15730337078651,153.73563218390805
1994,Belgium,38.1198983066077,35.008460570501,44.5793976769425,5.7700000000000005,5.34,8.19,27.06,25.67,32.97,24.51,26.590000000000003,20.94,110.40391676866584,96.54005265137269,157.44985673352434
1995,Belgium,37.3735785585806,34.2144450301566,44.4432690134511,5.6000000000000005,5.17,8.05,26.85,25.42,32.47,24.9,27.02,20.78,107.83132530120483,94.07846039970393,156.25601539942252
1996,Belgium,37.6857440467409,34.3390342200844,44.8056778229913,5.65,5.2,8.309999999999999,27.0,25.49,32.75,24.68,26.93,20.55,109.40032414910858,94.65280356479762,159.36739659367396
1997,Belgium,37.3874964657459,34.098917886402205,44.7875099712698,6.12,5.63,8.32,27.39,25.86,32.85,24.98,27.17,20.49,109.64771817453962,95.17850570482148,160.32210834553442
1998,Belgium,38.683018504488,35.1922711058672,45.0675480030256,5.93,5.44,8.129999999999999,27.97,26.35,32.6,24.08,26.41,20.15,116.1544850498339,99.77281332828476,161.78660049627794
1999,Belgium,38.360983738327796,34.8309148813564,45.3395748947999,5.74,5.26,8.219999999999999,27.54,25.93,32.74,24.2,26.57,19.93,113.80165289256199,97.59126834776063,164.274962368289
2000,Belgium,38.939208418010104,35.381337505002705,45.288182823458,5.779999999999999,5.3100000000000005,8.19,27.71,26.090000000000003,32.6,23.7,26.1,20.0,116.9198312236287,99.96168582375479,163.0
2001,Belgium,38.052440243380694,34.509808352677,44.7294916253183,5.72,5.24,7.960000000000001,27.17,25.57,32.18,24.36,26.75,20.29,111.53530377668311,95.58878504672897,158.60029571217348
2002,Belgium,38.50713346272,34.7834752015726,44.2159948137244,5.949999999999999,5.43,7.630000000000001,27.64,25.93,31.57,24.14,26.640000000000004,20.49,114.49875724937864,97.33483483483482,154.07515861395805
2003,Belgium,38.1451078270087,34.3928476530592,44.4990501388636,5.44,4.96,7.670000000000001,26.790000000000003,25.14,31.540000000000003,24.12,26.66,20.14,111.06965174129353,94.29857464366091,156.60377358490567
2004,Belgium,38.559517914328204,34.607469614074496,44.8138749841313,6.39,5.779999999999999,8.52,28.09,26.24,32.21,24.16,26.8,20.08,116.26655629139073,97.91044776119402,160.40836653386458
2005,Belgium,38.266145796969,34.3742796510751,44.545901896067605,6.460000000000001,5.8500000000000005,8.44,28.06,26.23,31.97,24.36,26.96,20.23,115.1888341543514,97.29228486646883,158.03262481463173
2006,Belgium,38.4809363169742,34.6010565830409,44.7877195434831,6.78,6.140000000000001,8.709999999999999,28.610000000000003,26.74,32.41,24.34,26.92,20.17,117.54313886606411,99.33135215453194,160.6841844323252
2007,Belgium,39.0137839115705,35.0989776565452,45.3514726756264,7.580000000000001,6.84,9.52,29.73,27.750000000000004,33.34,24.23,26.81,20.03,122.69913330581923,103.50615441999255,166.45032451323016
2008,Belgium,36.479607148488505,32.5896596931764,43.6668264044242,6.2700000000000005,5.65,8.5,27.49,25.62,31.72,25.66,28.25,21.0,107.13172252533126,90.69026548672566,151.04761904761907
2009,Belgium,38.210994353120896,33.898353670366,43.2099400224339,6.5600000000000005,5.86,7.489999999999999,28.35,26.28,30.94,24.53,27.4,21.09,115.57276803913574,95.9124087591241,146.7045993361783
2010,Belgium,37.327740142177,33.1050445759863,43.9620273422875,5.86,5.26,7.630000000000001,27.11,25.180000000000003,31.35,24.82,27.67,20.6,109.22643029814665,91.00108420672208,152.18446601941747
2011,Belgium,37.2035457471304,32.7997734086209,43.271231865145396,6.0600000000000005,5.4,7.939999999999999,27.28,25.24,31.14,25.07,28.01,21.15,108.81531711208616,90.11067475901463,147.2340425531915
2012,Belgium,37.0335547181659,32.6657449185942,43.3781818469569,5.93,5.29,8.17,27.19,25.17,31.380000000000003,25.180000000000003,28.1,21.16,107.98252581413819,89.57295373665481,148.29867674858224
2013,Belgium,37.0417045657979,32.666687078656096,43.5845693348366,5.75,5.13,8.200000000000001,27.01,25.0,31.630000000000003,25.14,28.07,21.07,107.43834526650755,89.06305664410402,150.11865211200762
2014,Belgium,36.981815927858605,32.5880781517577,43.8037446439754,5.970000000000001,5.319999999999999,8.34,27.250000000000004,25.2,31.87,25.26,28.2,20.97,107.87806809184481,89.36170212765957,151.9790176442537
2015,Belgium,37.938150115329,33.5090401755376,43.8432164811568,6.2,5.53,8.48,27.73,25.66,31.83,24.62,27.58,20.96,112.63200649878146,93.03843364757071,151.86068702290075
2016,Belgium,37.880500455264,33.2688976409238,43.839470859785,6.25,5.55,8.63,27.79,25.629999999999995,32.12,24.75,27.82,21.12,112.28282828282828,92.12796549245145,152.08333333333331
2017,Belgium,37.4861906539662,32.8381239339746,43.628281546083706,5.99,5.3100000000000005,8.5,27.27,25.130000000000003,31.83,24.88,27.99,21.15,109.60610932475885,89.78206502322259,150.4964539007092
2003,Benin,,,59.087098004570706,,,16.35,,,48.83,,,13.87,,,352.05479452054794
2011,Benin,,,62.5388542188162,,,15.329999999999998,,,51.9,,,11.9,,,436.13445378151255
2015,Benin,,,63.967244091023204,,,17.51,,,54.75,,,11.42,,,479.4220665499124
2018,Benin,,55.0387160720776,,,12.83,,,45.01,,,15.85,,,283.97476340694004,
2019,Benin,,54.9756986296304,,,12.83,,,44.99,,,15.88,,,283.31234256926956,
2020,Benin,,54.9756968251929,,,12.83,,,44.99,,,15.88,,,283.31234256926956,
2021,Benin,,54.9756972326465,,,12.83,,,44.99,,,15.88,,,283.31234256926956,
2003,Bhutan,,,61.049171463197304,,,18.08,,,49.19,,,12.25,,,401.55102040816325
2007,Bhutan,,,57.4575174887904,,,15.590000000000002,,,45.12,,,13.85,,,325.7761732851986
2012,Bhutan,,,57.849138393312,,,17.51,,,46.41,,,14.14,,,328.2178217821782
2017,Bhutan,,,54.890682504369806,,,14.000000000000002,,,42.14,,,15.04,,,280.186170212766
2018,Bhutan,,53.024101655244806,,,13.53,,,40.96,,,16.18,,,253.1520395550062,
2019,Bhutan,,52.963648704315204,,,13.53,,,40.95,,,16.21,,,252.62183837137567,
2020,Bhutan,,52.96365754373969,,,13.53,,,40.95,,,16.21,,,252.62183837137567,
2021,Bhutan,,52.963660103421596,,,13.53,,,40.95,,,16.21,,,252.62183837137567,
1980,Bosnia and Herzegovina,32.392227683128496,30.2369358918485,38.9002817302986,6.47,6.11,6.9,24.92,23.93,27.93,27.69,29.17,23.23,89.99638858793789,82.0363387041481,120.23245802841154
1981,Bosnia and Herzegovina,32.391619947614494,30.226423076799403,38.9002470826016,6.47,6.11,6.9,24.92,23.92,27.93,27.69,29.18,23.23,89.99638858793789,81.97395476353667,120.23245802841154
1982,Bosnia and Herzegovina,32.393260672025896,30.2287988987899,38.9012065204835,6.47,6.11,6.909999999999999,24.92,23.92,27.93,27.69,29.18,23.22,89.99638858793789,81.97395476353667,120.2842377260982
1983,Bosnia and Herzegovina,32.3813167297079,30.2089855830813,38.8963336658495,6.47,6.1,6.9,24.91,23.91,27.92,27.69,29.19,23.23,89.96027446731671,81.91161356628982,120.18941024537237
1984,Bosnia and Herzegovina,33.2828920495187,31.039178872941196,40.1504684516245,6.88,6.48,7.430000000000001,25.65,24.6,28.92,27.16,28.7,22.49,94.44035346097202,85.71428571428572,128.59048465984884
1985,Bosnia and Herzegovina,32.9238374228618,30.6992161141604,39.596678749346296,6.6000000000000005,6.22,7.06,25.22,24.19,28.31,27.3,28.83,22.74,92.38095238095238,83.90565383281306,124.49428320140721
1986,Bosnia and Herzegovina,33.0885100464989,30.843691536490596,40.095307728366706,5.91,5.57,6.52,24.65,23.66,27.94,26.94,28.5,22.12,91.49962880475128,83.01754385964912,126.31103074141048
1987,Bosnia and Herzegovina,33.5034169235524,31.232594690156702,40.4123816531305,6.569999999999999,6.19,7.249999999999999,25.47,24.43,28.8,26.9,28.46,22.23,94.68401486988847,85.83977512297962,129.55465587044534
1990,Bosnia and Herzegovina,32.048347994014996,29.889663073204197,38.8557487956013,5.87,5.54,6.4,24.16,23.21,27.36,27.66,29.160000000000004,23.01,87.34634851771511,79.59533607681755,118.90482398956973
2001,Bosnia and Herzegovina,44.9018030144993,41.559832458527204,46.4819295810411,8.27,7.729999999999999,8.870000000000001,31.27,29.68,32.59,19.84,22.09,18.9,157.6108870967742,134.35943866002717,172.4338624338625
2004,Bosnia and Herzegovina,44.8017039319767,41.3195246359192,48.461252698073096,7.290000000000001,6.800000000000001,8.88,31.8,30.11,34.31,19.98,22.32,17.83,159.15915915915917,134.90143369175627,192.42849130678636
2007,Bosnia and Herzegovina,44.6135254876142,41.0696143117013,48.084991386015304,7.07,6.58,8.649999999999999,31.480000000000004,29.770000000000003,33.86,20.04,22.42,17.97,157.08582834331338,132.78322925958966,188.42515303283253
2011,Bosnia and Herzegovina,44.560022337087105,40.7571396714405,48.7479589260584,7.689999999999999,7.12,9.76,31.85,29.99,34.8,20.26,22.8,17.79,157.20631786771963,131.53508771929822,195.61551433389545
2015,Bosnia and Herzegovina,44.3762685482033,40.7417537204428,48.305522736948696,7.870000000000001,7.31,9.86,31.83,30.04,34.69,20.41,22.84,18.22,155.952964233219,131.52364273204904,190.39517014270032
1985,Botswana,,,70.4636971362298,,,21.8,,,60.7,,,7.93,,,765.4476670870114
1993,Botswana,,,77.03258292948189,,,36.08,,,69.38,,,6.15,,,1128.130081300813
2002,Botswana,,,78.1372748396535,,,27.88,,,69.58,,,4.88,,,1425.8196721311476
2009,Botswana,,,75.8245254340721,,,29.4,,,67.33,,,6.12,,,1100.1633986928105
2015,Botswana,,,70.0338383995962,,,22.74,,,59.260000000000005,,,8.12,,,729.8029556650247
2018,Botswana,,60.479501468993405,,,18.6,,,51.67,,,13.38,,,386.17339312406574,
2019,Botswana,,60.451605952322,,,18.6,,,51.66,,,13.4,,,385.5223880597014,
2020,Botswana,,60.4516237662764,,,18.6,,,51.66,,,13.4,,,385.5223880597014,
2021,Botswana,,60.451633539342694,,,18.6,,,51.66,,,13.4,,,385.5223880597014,
1820,Brazil,,,,,,25.65,,,58.16,,,10.5,,,553.9047619047618
1850,Brazil,,,,,,25.92,,,58.78,,,10.34,,,568.4719535783365
1880,Brazil,,,,,,26.19,,,59.39,,,10.19,,,582.8263002944063
1900,Brazil,,,,,,26.46,,,60.0,,,10.03,,,598.2053838484546
1910,Brazil,,,,,,27.0,,,61.23,,,9.73,,,629.2908530318603
1920,Brazil,,,,,,27.0,,,61.23,,,9.73,,,629.2908530318603
1930,Brazil,,,,,,30.0,,,62.82,,,9.33,,,673.3118971061093
1940,Brazil,,,,,,34.0,,,64.94,,,8.790000000000001,,,738.7940841865756
1950,Brazil,,,,,,30.0,,,62.82,,,9.33,,,673.3118971061093
1960,Brazil,,,,,,25.0,,,60.16,,,9.99,,,602.2022022022021
1970,Brazil,,,,,,28.000000000000004,,,61.760000000000005,,,9.59,,,644.0041710114704
1980,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1981,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1982,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1983,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1984,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1985,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1986,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1987,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1988,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1989,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1990,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1991,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1992,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1993,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1994,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1995,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1996,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1997,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1998,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
1999,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
2000,Brazil,,,70.3332456573794,,,23.74,,,60.91,,,8.55,,,712.3976608187133
2001,Brazil,,,70.33324014511389,,,23.74,,,60.91,,,8.55,,,712.3976608187133
2002,Brazil,,67.78354909882131,69.83630545140251,,20.85,21.51,,59.66,60.48,,10.04,8.75,,594.2231075697212,691.2
2003,Brazil,,68.0171380578677,70.0930979132034,,22.56,23.26,,60.07,60.940000000000005,,10.06,8.75,,597.117296222664,696.4571428571429
2004,Brazil,,67.3035728387449,69.57799653118009,,22.85,23.48,,59.3,60.21,,10.47,8.97,,566.3801337153772,671.2374581939799
2005,Brazil,,66.7577052263993,69.4742419118252,,22.98,23.85,,59.25,60.61,,10.9,9.2,,543.5779816513761,658.804347826087
2006,Brazil,,65.7100530641893,69.23424515372389,,22.48,23.47,,58.34,60.23,,11.66,9.41,,500.34305317324186,640.0637619553665
2007,Brazil,,64.1466746773474,67.89608392440411,,22.83,23.89,,56.59,58.650000000000006,,12.48,10.09,,453.4455128205129,581.2685827552033
2008,Brazil,,64.4992292901302,67.9478423163849,,22.76,23.42,,57.52,59.09,,12.47,10.17,,461.2670408981556,581.0226155358899
2009,Brazil,,63.7324844174583,67.6530183375449,,21.36,22.27,,56.71000000000001,58.7,,12.83,10.31,,442.01091192517544,569.3501454898156
2010,Brazil,,64.2021232025733,68.10595488906121,,22.82,23.48,,57.6,59.48,,12.79,10.23,,450.3518373729476,581.427174975562
2011,Brazil,,64.6717637776637,68.5495783220847,,24.29,24.67,,58.49,60.25,,12.75,10.15,,458.74509803921575,593.5960591133005
2012,Brazil,,63.758260976028005,67.8223949121984,,24.95,25.39,,57.41,59.38,,13.26,10.56,,432.9562594268476,562.310606060606
2013,Brazil,,62.7517077746324,67.0929094389708,,23.07,23.67,,56.15,58.39,,13.59,10.76,,413.1714495952907,542.6579925650558
2014,Brazil,,62.548634142676995,67.3175652814852,,23.32,24.02,,56.16,58.7,,13.76,10.67,,408.13953488372096,550.1405810684162
2015,Brazil,,63.261133653800904,68.16610000264261,,22.09,22.75,,57.35,59.88,,13.47,10.27,,425.7609502598367,583.0574488802338
2016,Brazil,,63.0126062540726,68.4539124598396,,20.21,21.1,,56.05,58.93000000000001,,13.28,9.73,,422.06325301204816,605.6526207605344
2017,Brazil,,62.7511259512906,68.209295545384,,19.89,20.92,,55.47,58.43000000000001,,13.21,9.74,,419.90915972747916,599.8973305954826
2018,Brazil,,62.716851518311,68.089873903608,,19.56,20.68,,55.27,58.07,,13.25,9.77,,417.1320754716981,594.3705220061413
2019,Brazil,,61.528348011036705,67.2211377477654,,19.1,20.34,,53.93,57.07,,13.79,10.14,,391.08049311095,562.8205128205128
2005,Brunei,,,48.3091419656557,,,12.44,,,36.4,,,18.6,,,195.69892473118279
2011,Brunei,,,46.291617276036604,,,12.41,,,35.42,,,20.07,,,176.4823119083209
2016,Brunei,,,47.7724644783084,,,13.25,,,36.8,,,19.14,,,192.2675026123302
2018,Brunei,,45.743737954945004,,,12.3,,,35.25,,,20.24,,,174.16007905138343,
2019,Brunei,,45.663290185203195,,,12.29,,,35.23,,,20.28,,,173.7179487179487,
2020,Brunei,,45.6632883058234,,,12.29,,,35.23,,,20.28,,,173.7179487179487,
2021,Brunei,,45.663274801646,,,12.29,,,35.23,,,20.28,,,173.7179487179487,
1980,Bulgaria,27.539628433977597,25.6323807162008,33.2959274018499,3.1300000000000003,2.98,3.29,20.09,19.39,21.38,30.56,31.91,26.66,65.73952879581152,60.76465057975556,80.19504876219055
1981,Bulgaria,27.177848914303997,25.295696752743304,32.9028498028172,3.29,3.1300000000000003,3.52,20.31,19.6,21.63,31.02,32.34,27.18,65.47388781431334,60.60606060606061,79.58057395143487
1982,Bulgaria,29.436764841525896,27.3982376289713,35.4440456077768,4.97,4.7,5.45,22.99,22.09,24.66,29.880000000000003,31.28,25.82,76.94109772423025,70.62020460358056,95.50735863671572
1983,Bulgaria,29.429339916598003,27.391223135507698,34.4398664963565,4.96,4.69,5.42,22.97,22.08,24.39,30.25,31.62,26.88,75.93388429752066,69.8292220113852,90.73660714285715
1984,Bulgaria,28.354630897202597,26.390971023640603,34.366461673443396,4.69,4.43,5.13,22.29,21.44,23.89,30.59,31.93,26.53,72.86694998365478,67.14688380833073,90.04900113079532
1985,Bulgaria,27.017128092131998,25.1460868795981,33.1835697226956,3.85,3.65,4.21,20.9,20.14,22.37,31.21,32.51,27.03,66.96571611662928,61.95016917871424,82.75989641139475
