object.internationalDesignator_s1,object.internationalDesignator@official_s1,object.nationalDesignator_s1,object.nameOfSpaceObjectIno_s1,object.nameOfSpaceObjectO_s1,object.launch.stateOfRegistry_s1,object.launch.stateOfRegistry@official_s1,object.launch.dateOfLaunch_s1,object.status.gsoLocation_s1,object.unRegistration.unRegistered_s1,en#object.status.objectStatus_s1,object.status@official_s1,object.status.dateOfDecay_s1,object.launch.dateOfLaunch@official_s1,object.functionOfSpaceObject_s1,object.remark_s1,object.status.webSite_s1,object.unRegistration.registrationDocuments.document@uri_s,object.unRegistration.registrationDocuments.document..document.symbol_s,object.unRegistration.decayDocuments.document@uri_s,object.unRegistration.decayDocuments.document..document.symbol_s,object.status.dateOfDecay@official_s1,object.status.gsoLocation@official_s1
1978-025A,false,1230,,COSMOS 992,USSR,true,1978-03-04,------,T,recovered,false,1978-03-17,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],,
1978-024A,false,1229,,MOLNIYA 1,USSR,true,1978-03-03,------,T,decayed,false,1992-03-09,true,Operation of long-range telephone and telegraph communication system in the USSR and transmission of USSR central television programmees in the Orbita network and as part of international co-operation,Date of launch is 02/03/1978 using Greenwich Mean Time (GMT),,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],['/osoindex/data/documents/ru/st/stsgser.e275.html'],['ST/SG/SER.E/275'],,
1978-023A,false,1228,,SOYUZ 28,USSR,true,1978-03-02,------,T,recovered,false,1978-03-10,true,"Delivery to the Salyut-6 station of the first international ""Intercosmos"" team consisting of A. A. Gubarev (USSR), V. Remek (Czechoslovak Socialist Republic) to carry out scientific research and experiments jointly developed by Soviet and Czechoslovak spe",First Intercosmos team,,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],,
1978-022A,false,1227,,COSMOS 991,USSR,true,1978-02-28,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-021A,true,,,------,USA,true,1978-02-25,------,T,in orbit,true,,true,Spacecraft engaged in investigation of spaceflight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1978-020A,true,,NAVSTAR 1 (NDS 1 GPS 1-1),,USA,true,1978-02-22,------,T,in orbit,true,,true,Spacecraft engaged in investigation of spaceflight techniques and technology,First NAVSTAR GPS satellite. GPS Block 1. Non-operational.,,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1978-019A,false,1226,,COSMOS 990,USSR,true,1978-02-17,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-018A,true,,,Ionosphere Sounding Satellite (UME-2 ISS b ISS 2),Japan,true,1978-02-16,------,T,in orbit,true,,true,Observation of global distribution of critical frequencies of the ionosphere by means of radio waves. The results are to be utilized for radio propagation prediction and radio disturbance warning for effective SW radio communication (see reg. document fo,------,http://yyy.tksc.nasda.go.jp/Home/Satellites/e/iss_b_e.html,['/osoindex/data/documents/jp/a/aac.105inf.371.html'],['A/AC.105/INF.371'],,,,
1978-017A,false,1225,,COSMOS 989,USSR,true,1978-02-14,------,T,recovered,false,1978-02-28,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,
1978-016A,true,,,------,USA,true,1978-02-09,"-100 degrees East, relocated to +72 degrees East 02/1997",T,in GSO,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1978-015A,false,1224,,COSMOS 988,USSR,true,1978-02-08,------,T,recovered,false,1978-02-20,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,
1978-014A,true,,,KYOKKO,Japan,true,1978-02-04,------,T,in orbit,true,,true,Observation of wide angle global auroral pictures using UV TV camera; spectrophotometry of ultraviolet air glow; observation of energy spectrum of photoelectrons and auroral electrons; (see reg. document for full text),------,http://www.isas.ac.jp/e/enterp/missions/complate/kyokko.html,['/osoindex/data/documents/jp/a/aac.105inf.374.html'],['A/AC.105/INF.374'],,,,
1978-013A,false,1223,,COSMOS 987,USSR,true,1978-01-31,------,T,recovered,false,1978-02-14,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,
1978-012A,true,,IUE,,USA,true,1978-01-26,------,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,http://www.vilspa.esa.es/iue/iue.html,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1978-011A,false,2005/25,,RECOVERABLE SATELLITE,China,true,1978-01-26,------,T,recovered,true,1978-01-30,true,Recoverable scientific experiment satellite,------,,['/osoindex/data/documents/cn/st/stsgser.e475.html'],['ST/SG/SER.E/475'],['/osoindex/data/documents/cn/st/stsgser.e475.html'],['ST/SG/SER.E/475'],,
1978-010A,false,1222,,COSMOS 986,USSR,true,1978-01-24,------,T,recovered,false,1978-02-07,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,
1978-009A,false,1221,,MOLNIYA 3,USSR,true,1978-01-24,------,T,decayed,false,,true,Operation of long-range telephone and telegraph communication system in the USSR and transmission of USSR central television programmees in the Orbita network and as part of international co-operation,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],['/osoindex/data/documents/ru/st/stsgser.e240.html'],['ST/SG/SER.E/240'],,
1978-008A,false,1220,,PROGRESS 1,USSR,true,1978-01-20,------,T,deorbited,false,1978-02-08,true,"Delivery of fuel, expendable materials and equipment to the Salyut-6 orbital station",------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,
1978-007A,false,1219,,COSMOS 985,USSR,true,1978-01-17,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-006A,false,1218,,COSMOS 984,USSR,true,1978-01-13,------,T,recovered,false,1978-01-26,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,
1978-005B,false,1211,,COSMOS 977,USSR,true,1978-01-10,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-005A,false,1210,,COSMOS 976,USSR,true,1978-01-10,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-004A,false,1209,,COSMOS 975,USSR,true,1978-01-10,------,T,decayed,false,2001-09-19,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],['/osoindex/data/documents/ru/st/stsgser.e405.html'],['ST/SG/SER.E/405'],,
1978-003A,false,1208,,SOYUZ 27,USSR,true,1978-01-10,------,T,recovered,false,1978-03-16,true,Delivery of the team consisting of V. A. Dzhanibekov and O. G. Makarov to Salyut-6 station to carry out scientific research,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-005H,false,1217,,COSMOS 983,USSR,true,1978-01-10,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-005G,false,1216,,COSMOS 982,USSR,true,1978-01-10,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-005C,false,1212,,COSMOS 978,USSR,true,1978-01-10,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-005D,false,1213,,COSMOS 979,USSR,true,1978-01-10,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-005E,false,1214,,COSMOS 980,USSR,true,1978-01-10,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-005F,false,1215,,COSMOS 981,USSR,true,1978-01-10,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,,,
1978-002A,true,,INTELSAT IVA F-3,,USA (for Intelsat),true,1978-01-07,+177 degrees East,T,in GSO,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,http://www.hsc.com/factsheets/376/intelsat_iva/intelsativa.html,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1978-001A,false,1207,,COSMOS 974,USSR,true,1978-01-06,------,T,recovered,false,1978-01-19,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,
1977-124A,false,1206,,COSMOS 973,USSR,true,1977-12-27,------,T,recovered,false,1978-01-09,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.372.html'],['A/AC.105/INF.372'],['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,
1977-123A,false,1205,,COSMOS 972,USSR,true,1977-12-27,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.372.html'],['A/AC.105/INF.372'],,,,
1977-122A,false,1204,,COSMOS 971,USSR,true,1977-12-23,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.372.html'],['A/AC.105/INF.372'],,,,
1977-121A,false,1203,,COSMOS 970,USSR,true,1977-12-21,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.372.html'],['A/AC.105/INF.372'],,,,
1977-120A,false,1202,,COSMOS 969,USSR,true,1977-12-20,------,T,recovered,false,1978-01-03,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.372.html'],['A/AC.105/INF.372'],['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,
1977-119A,false,1201,,COSMOS 968,USSR,true,1977-12-16,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.370.html'],['A/AC.105/INF.370'],,,,
1977-118B,true,,,------,USA,true,1977-12-15,------,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Possible error in reporting of function. Reference sources designate 1977-118B as 2nd rocket stage of Delta launch vehicle.,,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1977-118A,true,,,Medium-capacity Communications Satellite for Experimental Purposes (SAKURA CS),Japan,true,1977-12-15,------,T,in GSO,true,,true,"Measurement of onboard mission equipment; measurement and evaluation of propagation, in quasi-millimetric waves; signal transmission; satellite communication system operation; satellite operation and control (see reg. document for full text)",------,http://yyy.tksc.nasda.go.jp/Home/Satellites/e/cs_e.html,['/osoindex/data/documents/jp/a/aac.105inf.373.html'],['A/AC.105/INF.373'],,,,
1977-117A,false,1200,,METEOR 2,USSR,true,1977-12-14,------,T,in orbit,true,,true,Acquisition of meteorological information for use in the operational weather service,------,,['/osoindex/data/documents/ru/a/aac.105inf.370.html'],['A/AC.105/INF.370'],,,,
1977-116A,false,1199,,COSMOS 967,USSR,true,1977-12-13,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.370.html'],['A/AC.105/INF.370'],,,,
1977-115A,false,1198,,COSMOS 966,USSR,true,1977-12-12,------,T,recovered,false,1992-01-25,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.370.html'],['A/AC.105/INF.370'],,,,
1977-114A,true,,USA,,USA,true,1977-12-11,------,T,in GSO,true,,true,Spacecraft engaged in investigation of spaceflight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1977-113A,false,1197,,SOYUZ 26,USSR,true,1977-12-10,------,T,recovered,false,1978-01-16,true,Conduct of joint experiments with the Salyut-6 scientific station,------,,['/osoindex/data/documents/ru/a/aac.105inf.370.html'],['A/AC.105/INF.370'],['/osoindex/data/documents/ru/st/stsgser.e008.html'],['ST/SG/SER.E/008'],,
1977-112A,true,,,------,USA,true,1977-12-08,------,T,in orbit,true,,true,Spacecraft engaged in investigation of spaceflight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1977-112F,true,,,------,USA,true,1977-12-08,------,T,in orbit,true,,true,Spacecraft engaged in investigation of spaceflight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1977-112E,true,,,------,USA,true,1977-12-08,------,T,in orbit,true,,true,Spacecraft engaged in investigation of spaceflight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1977-112D,true,,,------,USA,true,1977-12-08,------,T,in orbit,true,,true,Spacecraft engaged in investigation of spaceflight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e007.html'],['ST/SG/SER.E/007'],,,,
1977-111A,false,1196,,COSMOS 965,USSR,true,1977-12-08,------,T,decayed,false,1979-12-16,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.370.html'],['A/AC.105/INF.370'],['/osoindex/data/documents/ru/st/stsgser.e032.html'],['ST/SG/SER.E/032'],,
1977-110A,false,1195,,COSMOS 964,USSR,true,1977-12-04,------,T,recovered,false,1977-12-17,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.370.html'],['A/AC.105/INF.370'],,,,
1977-109A,false,1194,,COSMOS 963,USSR,true,1977-11-24,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.370.html'],['A/AC.105/INF.370'],,,,
1977-108A,true,,,METEOSAT 1,ESA,true,1977-11-23,unknown,T,in GSO,true,,true,"Meteosat reached its definitive position at 36,000 km altitude on 7 December, in geostationary orbit above the Equator (0 degrees longitude over the Gulf of Guinea)",Registered also by France in ST/SG/SER.E/445. Originally registered by France on behalf of ESA in A/AC.105/INF.375. Removed from France's national registry in ST/SG/SER.E/588.,http://www.esoc.esa.de/external/mso/meteosat.html,['/osoindex/data/documents/esa/st/stsgser.e073.html'],['ST/SG/SER.E/073'],"['/osoindex/data/documents/esa/st/stsgser.e073.html', '/osoindex/data/documents/fr/st/stsgser.e445.html', '/osoindex/data/documents/fr/a/aac.105inf.375.html', '/osoindex/data/documents/fr/st/stsgser.e521.html', '/osoindex/data/documents/fr/st/stsgser.e588.html']","['ST/SG/SER.E/073', 'ST/SG/SER.E/445', 'A/AC.105/INF.375', 'ST/SG/SER.E/521', 'ST/SG/SER.E/588']",,
1977-105A,false,1192,,MOLNIYA 3,USSR,true,1977-10-28,------,T,in orbit,true,,true,"Operation of the long-range telephone and telegraph radiocommunications system in the USSR, transmission of USSR central television programmes to stations in the Orbita network, and international co-operation",------,,['/osoindex/data/documents/ru/a/aac.105inf.369.html'],['A/AC.105/INF.369'],,,,
1977-107A,false,1193,,COSMOS 962,USSR,true,1977-10-28,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.369.html'],['A/AC.105/INF.369'],,,,
1977-106A,true,,,------,USA,true,1977-10-28,------,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e006.html'],['ST/SG/SER.E/006'],,,,
1977-104A,false,1191,,COSMOS 961,USSR,true,1977-10-26,------,T,decayed,false,1977-10-26,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.369.html'],['A/AC.105/INF.369'],,,,
1977-103A,false,1190,,COSMOS 960,USSR,true,1977-10-25,------,T,decayed,false,1980-10-22,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/a/aac.105inf.369.html'],['A/AC.105/INF.369'],['/osoindex/data/documents/ru/st/stsgser.e043.html'],['ST/SG/SER.E/043'],,
1977-102B,true,------,,"ISEE 2, ISEE B",France,true,1977-10-22,------,T,decayed,true,1987-09-26,true,Scientific satellite,-----,,['/osoindex/data/documents/fr/st/stsgser.e468.html'],['ST/SG/SER.E/468'],['/osoindex/data/documents/fr/st/stsgser.e468.html'],['ST/SG/SER.E/468'],,
1977-102A,true,,ISEE 1,,USA,true,1977-10-22,------,T,decayed,false,1987-09-26,true,Spacecraft engaged in research and exploration of the upper atmosphere or outer space,------,,['/osoindex/data/documents/us/st/stsgser.e006.html'],['ST/SG/SER.E/006'],['/osoindex/data/documents/us/st/stsgser.e192.html'],['ST/SG/SER.E/192'],,
