"";"Entity";"Year";"headcount_ratio_1_00";"headcount_ratio_1_90";"headcount_ratio_3_20";"headcount_ratio_5_50";"headcount_ratio_10_00";"headcount_ratio_15_00";"headcount_ratio_20_00";"headcount_ratio_30_00";"headcount_ratio_40_00";"poverty_gap_index_1_00";"poverty_gap_index_1_90";"poverty_gap_index_3_20";"poverty_gap_index_5_50";"poverty_gap_index_10_00";"poverty_gap_index_15_00";"poverty_gap_index_20_00";"poverty_gap_index_30_00";"poverty_gap_index_40_00";"headcount_1_00";"headcount_1_90";"headcount_3_20";"headcount_5_50";"headcount_10_00";"headcount_15_00";"headcount_20_00";"headcount_30_00";"headcount_40_00";"total_shortfall_annual_1_00";"total_shortfall_annual_1_90";"total_shortfall_annual_3_20";"total_shortfall_annual_5_50";"total_shortfall_annual_10_00";"total_shortfall_annual_15_00";"total_shortfall_annual_20_00";"total_shortfall_annual_30_00";"total_shortfall_annual_40_00";"income_gap_ratio_1_00";"income_gap_ratio_1_90";"income_gap_ratio_3_20";"income_gap_ratio_5_50";"income_gap_ratio_10_00";"income_gap_ratio_15_00";"income_gap_ratio_20_00";"income_gap_ratio_30_00";"income_gap_ratio_40_00";"watts_index_1_00";"watts_index_1_90";"watts_index_3_20";"watts_index_5_50";"watts_index_10_00";"watts_index_15_00";"watts_index_20_00";"watts_index_30_00";"watts_index_40_00";"headcount_ratio_40_median";"headcount_ratio_50_median";"headcount_ratio_60_median";"poverty_gap_index_40_median";"poverty_gap_index_50_median";"poverty_gap_index_60_median";"headcount_40_median";"headcount_50_median";"headcount_60_median";"total_shortfall_annual_40_median";"total_shortfall_annual_50_median";"total_shortfall_annual_60_median";"income_gap_ratio_40_median";"income_gap_ratio_50_median";"income_gap_ratio_60_median";"watts_index_40_median";"watts_index_50_median";"watts_index_60_median";"headcount_ratio_40_median_est";"headcount_ratio_50_median_est";"headcount_ratio_60_median_est";"poverty_gap_index_40_median_est";"poverty_gap_index_50_median_est";"poverty_gap_index_60_median_est";"headcount_40_median_est";"headcount_50_median_est";"headcount_60_median_est";"total_shortfall_annual_40_median_est";"total_shortfall_annual_50_median_est";"total_shortfall_annual_60_median_est";"income_gap_ratio_40_median_est";"income_gap_ratio_50_median_est";"income_gap_ratio_60_median_est";"watts_index_40_median_est";"watts_index_50_median_est";"watts_index_60_median_est";"MeanPerDay";"MeanPerDay_est";"MedianPerDay";"MedianPerDay_est";"MedianPerDay_gp_est";"PPP";"Population";"share_decile_1";"share_decile_2";"share_decile_3";"share_decile_4";"share_decile_5";"share_decile_6";"share_decile_7";"share_decile_8";"share_decile_9";"share_decile_10";"share_decile_1_est";"share_decile_2_est";"share_decile_3_est";"share_decile_4_est";"share_decile_5_est";"share_decile_6_est";"share_decile_7_est";"share_decile_8_est";"share_decile_9_est";"share_decile_10_est";"threshold_decile_1_est";"threshold_decile_2_est";"threshold_decile_3_est";"threshold_decile_4_est";"threshold_decile_5_est";"threshold_decile_6_est";"threshold_decile_7_est";"threshold_decile_8_est";"threshold_decile_9_est";"average_decile_1_est";"average_decile_2_est";"average_decile_3_est";"average_decile_4_est";"average_decile_5_est";"average_decile_6_est";"average_decile_7_est";"average_decile_8_est";"average_decile_9_est";"average_decile_10_est";"Gini";"Gini_est";"Polarization";"Polarization_est";"MLD";"MLD_est";"Palma";"P90_P10_ratio";"P90_P50_ratio";"Entropy_0_5";"Entropy_1_0";"Entropy_1_5";"Entropy_2_0";"Atkinson_0_5";"Atkinson_1_0";"Atkinson_1_5";"Atkinson_2_0";"Theil_0_0";"Theil_0_5";"Theil_1_0";"Theil_1_5";"Theil_2_0";"Var.Coeff";"survey_year";"is_interpolated";"distribution_type";"reporting_level";"estimation_type";"welfare_type";"comparable_spell";"survey_comparability";"survey_acronym";"IsSurveyYear";"MaxHeadcountRatio";"MonotonicityBreaks";"MonotonicityBreaksDistinct";"RowsWithIncreasingHeadcount";"DataframeRowsForGpinter";"reporting_gdp";"reporting_pce";"ISO3Year"
"AllCols10";"EAP";1991;0,1846;0,5887;0,837;0,9456;0,9827;0,9918;0,9952;0,998;0,9989;0,0441;0,2134;0,4255;0,6266;0,8169;0,893;0,9182;0,9471;0,9599;300843265;959406446;1364061823;1541047622;1601509622;1616339923;1621880915;1626444085;1627910818;16,0965;147,9929;496,984;1257,8995;2981,685;4889,175;6702,86;10370,745;14014,54;0,236079912408728;0,363607933938073;0,50865471318534;0,663153589955866;0,794357149928343;0,856778950523899;0,890323657477167;0,924735497120762;0,942722742337228;0,0571;0,303;0,6827;1,1723;1,7507;2,1511;2,4369;2,8409;3,1281;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0465;0,1054;0,1774;0,0091;0,0222;0,042;75781212;171770748;289109399;2,178904;6,64446;15,10005;0,18835444709752;0,207732680553017;0,234958179446584;0,0113;0,0282;0,0543;2,3584;2,3584;NA;1,641;1,64;NA;1629703492;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0270152568648518;0,0391441225510192;0,0479545449116426;0,0561382713789472;0,0647820200925637;0,0757610694460455;0,0896524830937214;0,109267830026002;0,142975467872532;0,347308933762675;294,19;376,315;447,855;519,03;598,6;705,91;844,975;1053,39;1476,425;232,551653533743;336,958869978781;412,800395326606;483,247222153398;557,653994080003;652,163407562672;771,742918868049;940,594963716627;1230,75570352161;2989,69087125851;NA;0,417126045973761;NA;NA;NA;0,265184269896409;2,03996742785911;5,01861042183623;2,46646341463415;0,279971754612369;0,321605143977645;0,409111645111827;0,588375096402829;0,135086865844889;0,23293540996048;0,308611652141191;0,370878867519609;0,321605143977645;0,265184269896409;0,265184269896409;0,265184269896409;0,265184269896409;1,08478117277433;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;66;5;4271;998;NA;NA;"EAP1991"
"AllCols11";"EAP";1992;0,1709;0,5614;0,8164;0,9389;0,9804;0,9909;0,9946;0,9976;0,9987;0,0405;0,2019;0,4088;0,6119;0,771;0,8869;0,9137;0,9425;0,9564;282429450;927770000;1349183163;1551626742;1620209668;1637561975;1643676598;1648634399;1650452260;14,7825;140,01765;477,4784;1228,38925;2814,15;4855,7775;6670,01;10320,375;13963,44;0,235612060529911;0,361168074200286;0,501520393033887;0,651760489939023;0,786753780641845;0,850560851011778;0,884836032677894;0,920925753182702;0,939799225482735;0,0523;0,2843;0,6503;1,1335;1,7095;2,1093;2,3948;2,7986;3,0858;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0495;0,1088;0,1814;0,0095;0,0233;0,0435;81803732;179802950;299781756;2,364835;7,245834;16,2426825;0,182200888272284;0,212061492458756;0,238163403542203;0,0118;0,0296;0,0564;2,4796;2,4796;NA;1,7044;1,69;NA;1652600641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0263507625718451;0,0383002633679528;0,0469211421392788;0,0549167200458908;0,063436609246165;0,0751136724859283;0,0894268565223079;0,109657908576914;0,144343379357403;0,351532685686315;302,22;387,265;460,63;533,995;616,85;738,76;888,41;1115,44;1567,31;238,488630686987;346,638065622191;424,661673777228;497,025971444136;574,135569446786;679,819297380793;809,361342029408;992,4632878917;1306,38552860935;3181,56063311142;NA;0,424356710058093;NA;NA;NA;0,274664974991033;2,11144833535348;5,18599033816425;2,54082840236686;0,289391348984098;0,332221876262699;0,423189314253911;0,611064015921134;0,139461464937872;0,240173358485021;0,317609333478084;0,380796623709338;0,332221876262699;0,274664974991033;0,274664974991033;0,274664974991033;0,274664974991033;1,10549899676222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;87;5;4363;998;NA;NA;"EAP1992"
"AllCols12";"EAP";1993;0,1562;0,5324;0,7938;0,9309;0,9783;0,9907;0,9947;0,9977;0,9987;0,0365;0,1895;0,3907;0,5953;0,7601;0,8353;0,9091;0,9382;0,9532;261580729;891585021;1329339199;1558934064;1638312596;1659078287;1665776897;1670800855;1672475508;13,3225;131,41825;456,3376;1195,06475;2774,365;4573,2675;6636,43;10273,29;13916,72;0,231506197562277;0,358291419489231;0,492874278502722;0,639657644140165;0,777240998652323;0,842886442436577;0,879119948081393;0,917148529285896;0,936984658829322;0,047;0,2642;0,6154;1,0907;1,6643;2,0636;2,3491;2,7528;3,0401;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0528;0,113;0,1863;0,01;0,0246;0,0452;88421655;189235739;311987771;2,60245;8,000289;17,636362;0,18103616111638;0,213759689517746;0,240959628734096;0,0123;0,0312;0,0586;2,592;2,592;NA;1,7816;1,749;NA;1674652556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0259825308441578;0,0378736812685637;0,0463831014040583;0,0542791275384342;0,0627584874312639;0,0753235769304458;0,090168306639691;0,111172357384819;0,147193805134998;0,348865025423568;311,345;400,77;475,96;552,245;638,385;777,085;938,05;1186,25;1668,415;245,815527810408;358,315323745628;438,821245763515;513,523969815618;593,745497889702;712,621296623562;853,064315456789;1051,77943874629;1392,57115162119;3300,5422325273;NA;0,42558461986631;NA;NA;NA;0,276675478036372;2,12052231461691;5,35873388042204;2,61349342481418;0,289084180153465;0,327900836295738;0,410338279160665;0,57769886015798;0,139318986125795;0,241699457634167;0,320816433288025;0,385114953779293;0,327900836295738;0,276675478036372;0,276675478036372;0,276675478036372;0,276675478036372;1,0748942833209;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;107;2;4470;996;NA;NA;"EAP1993"
"AllCols13";"EAP";1994;0,1295;0,4972;0,7633;0,9196;0,9758;0,99;0,9947;0,9977;0,9988;0,0286;0,1644;0,3597;0,5691;0,7432;0,8235;0,9033;0,9449;0,9583;219701504;843518052;1294966471;1560135159;1655480522;1679571343;1687545065;1692634676;1694500866;10,439;114,0114;420,1296;1142,46825;2712,68;4508,6625;6594,09;10346,655;13991,18;0,221010395107709;0,330871906140945;0,472077056425661;0,618762517978042;0,761494707066485;0,831886756967602;0,870217002058738;0,911248107580791;0,932584292817039;0,0364;0,2291;0,5577;1,0218;1,592;1,9907;2,2761;2,6799;2,967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,053;0,1132;0,1855;0,0101;0,0241;0,0448;89916446;192047956;314707560;2,8127995;8,391861;18,72304;0,178746778330187;0,212791422876148;0,240655214203383;0,0124;0,0305;0,058;2,7678;2,7678;NA;1,908;1,907;NA;1696536710;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,026091106218548;0,0379951880331697;0,0467985401114146;0,055115976360446;0,0639934241173419;0,0760868818669529;0,0912668304701043;0,112486390871745;0,148539698305446;0,341625963644831;333,245;430,335;514,285;599,695;696,055;838,77;1014,335;1280,055;1800,18;263,584617839695;383,845247249456;472,780847519363;556,807497702114;646,491647342723;768,665441454436;922,020416819315;1136,39038919007;1500,61784593982;3451,266048943;NA;0,419562609813314;NA;NA;NA;0,269500695405656;2,05797768189037;5,40197152245346;2,58626114315679;0,27954288138585;0,313308181646654;0,384650087774614;0,526119393225079;0,134887426784581;0,236239251601365;0,315609994711499;0,380516965579788;0,313308181646654;0,269500695405656;0,269500695405656;0,269500695405656;0,269500695405656;1,02578691083975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;86;5;4633;997;NA;NA;"EAP1994"
"AllCols14";"EAP";1995;0,1095;0,4458;0,7321;0,9064;0,9722;0,9886;0,9941;0,9975;0,9987;0,0227;0,1427;0,3315;0,5438;0,7261;0,8114;0,8971;0,9527;0,9641;188118297;765873397;1257729731;1557172829;1670215605;1698390400;1707839265;1713680381;1715741951;8,2855;98,96245;387,192;1091,6785;2650,265;4442,415;6548,83;10432,065;14075,86;0,209137610829006;0,320334124606078;0,453499887803616;0,600425474050008;0,747102894772756;0,820461755119056;0,861724855995533;0,904909156218811;0,927789542972753;0,0286;0,1968;0,5078;0,9598;1,5256;1,9234;2,2085;2,6121;2,8991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0581;0,1204;0,1938;0,0111;0,0257;0,0474;99814366;206844228;332943617;3,3505905;9,699437;21,45324;0,178921260709474;0,216861195931581;0,245594185197833;0,0137;0,0325;0,0613;2,9629;2,9629;NA;2,067;2,066;NA;1717975319;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0258563522207638;0,0376975535606781;0,0466996858117962;0,0553235003891268;0,064579297087232;0,0763719038883355;0,0916073216051935;0,112856210904723;0,149143828111455;0,339864346420697;352,225;458,075;551,15;646,05;754,09;900,455;1089,89;1373,86;1941,8;279,625718881388;407,683397274005;505,037721684964;598,300697455745;698,398297590123;825,930446212235;990,695166121701;1220,49308560705;1612,92860633672;3675,49186283607;NA;0,418820456464423;NA;NA;NA;0,269091492626468;2,05260487638528;5,51295336787564;2,57502420135527;0,278085947291103;0,310159003851815;0,37818212038671;0,512326120551048;0,134209736515502;0,235926654627072;0,315993370532984;0,38158870919575;0,310159003851815;0,269091492626468;0,269091492626468;0,269091492626468;0,269091492626468;1,01225107611802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;63;5;4789;995;NA;NA;"EAP1995"
"AllCols15";"EAP";1996;0,0944;0,4022;0,701;0,8914;0,9674;0,9864;0,993;0,9971;0,9984;0,0194;0,1254;0,3063;0,5198;0,7091;0,7991;0,8906;0,9616;0,9707;164164013;699436082;1219056921;1550167389;1682333332;1715374817;1726852386;1733982391;1736243124;7,081;86,9649;357,7584;1043,4985;2588,215;4375,0725;6501,38;10529,52;14172,22;0,197747775738025;0,31289249923982;0,437498792314272;0,583615200677354;0,733400857385664;0,810353366525989;0,852795382221519;0,899076104678013;0,92357505738776;0,024;0,1713;0,4646;0,9041;1,4647;1,8611;2,1457;2,549;2,836;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,063;0,127;0,2022;0,012;0,0271;0,0499;109558611;220856247;351630969;3,89382;10,9894565;24,296809;0,176840232816869;0,218539663631221;0,249997368590609;0,0148;0,0342;0,0646;3,1798;3,1798;NA;2,2225;2,221;NA;1739025565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0254457745434221;0,037052041264811;0,0461109186177363;0,0549323854184337;0,0645227424002216;0,0760418629906185;0,0911905884745907;0,112392629923506;0,148986255586488;0,343324800780172;371,205;484,355;585,46;690,58;810,665;962,505;1164,715;1468,76;2087,8;295,330529710084;430,035994970538;535,175771425475;637,560096910404;748,86836943742;882,562393172126;1058,38259129499;1304,45920890229;1729,17470862579;3984,72033555088;NA;0,422908676687115;NA;NA;NA;0,274184169424212;2,09931790308651;5,62438544739431;2,57541647906349;0,283313810559819;0,316423084542733;0,387137898547;0,52769111963133;0,136640235576539;0,239807941765805;0,320748638831195;0,386823318956655;0,316423084542733;0,274184169424212;0,274184169424212;0,274184169424212;0,274184169424212;1,02731798351954;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;41;3;4913;993;NA;NA;"EAP1996"
"AllCols16";"EAP";1997;0,0984;0,4013;0,6924;0,8846;0,9647;0,985;0,9924;0,9968;0,9982;0,0204;0,127;0,3052;0,5157;0,7049;0,7957;0,8751;0,9492;0,9702;173167200;706219484;1218505783;1556744968;1697707292;1733431826;1746454563;1754197811;1756661572;7,446;88,0745;356,4736;1035,26775;2572,885;4356,4575;6388,23;10393,74;14164,92;0,19988917333504;0,317721668180646;0,44161901146443;0,583574483543158;0,730541879687755;0,807649349508415;0,850772134021514;0,897043100601365;0,922025529533738;0,0249;0,1736;0,4642;0,899;1,4567;1,8523;2,1365;2,5395;2,8263;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0676;0,1327;0,2079;0,0131;0,0288;0,0523;118964458;233529343;365868504;4,274661;11,741904;25,5990195;0,178446818443774;0,222784842501289;0,254912160080142;0,0157;0,036;0,0675;3,2487;3,2487;NA;2,2345;2,233;NA;1759829265;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0245861398701303;0,0358948444913473;0,0449165818233784;0,0537250283335562;0,0633659360293993;0,0750327565402694;0,090515052134105;0,112348042174431;0,149976632423121;0,349638986180263;366,46;480,705;584;691,675;815,045;971,265;1185,52;1504,895;2153,5;291,536422975736;425,632271741496;532,609822699075;637,058223347367;751,37774478229;889,720044029163;1073,30531201844;1332,19555883407;1778,38616299842;4145,93343657394;NA;0,431935514979982;NA;NA;NA;0,286234276218752;2,19729314519068;5,87649402390439;2,64218540080609;0,294949642654289;0,329048534720715;0,402700733245901;0,54967664366087;0,142037615595776;0,248913366403023;0,33226433278692;0,399875371869194;0,329048534720715;0,286234276218752;0,286234276218752;0,286234276218752;0,286234276218752;1,04850049466929;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;52;7;4972;994;NA;NA;"EAP1997"
"AllCols17";"EAP";1998;0,1077;0,4142;0,6918;0,8812;0,9642;0,9851;0,9928;0,9973;0,9986;0,0225;0,1347;0,3121;0,5182;0,7056;0,7962;0,8612;0,9399;0,9719;191692045;737222332;1231314363;1568421822;1716151068;1753350360;1767055362;1775064779;1777378610;8,2125;93,41445;364,5328;1040,2865;2575,44;4359,195;6286,76;10291,905;14189,74;0,20208265940686;0,326633415403679;0,45158862199988;0,588500019514299;0,73201212080462;0,808087096078276;0,850297424197207;0,897446902191793;0,921470641755669;0,027;0,1844;0,478;0,9109;1,4676;1,863;2,1473;2,5503;2,8371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0702;0,1389;0,2159;0,0135;0,0299;0,0544;124946904;247224003;384274026;4,3362;12,00485;26,20992;0,178796177865812;0,224070122243307;0,255709331357092;0,0158;0,0369;0,0694;3,2187;3,2187;NA;2,2005;2,199;NA;1779870429;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0242170037736292;0,0350517278355693;0,0439580937242245;0,0528697919299834;0,0627821789188613;0,0748602955814899;0,091071162282461;0,114176557135624;0,153455329703747;0,34755785911441;355,875;465,375;567,575;676,345;802,635;963,965;1188,075;1521,32;2186,35;284,507535668558;411,796636802866;516,43089438609;621,127797390387;737,581047394407;879,477841866717;1069,92723764073;1341,37530825138;1802,83234446869;4083,19835613017;NA;0,434686336801959;NA;NA;NA;0,292737425567522;2,22655599594398;6,14358974358974;2,72396543883583;0,299117737744749;0,330016545805155;0,397378303225706;0,529386543802222;0,143966905057779;0,253781947242946;0,339694795912265;0,409377997916819;0,330016545805155;0,292737425567522;0,292737425567522;0,292737425567522;0,292737425567522;1,02896700025047;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;58;7;4976;995;NA;NA;"EAP1998"
"AllCols18";"EAP";1999;0,0959;0,3787;0,6662;0,8683;0,9617;0,9842;0,9921;0,9972;0,9987;0,0202;0,1202;0,2909;0,4979;0,6917;0,7864;0,837;0,9265;0,9703;172497665;681176911;1198310161;1561832352;1729833206;1770304504;1784514427;1793687921;1796386007;7,373;83,3587;339,7712;999,53425;2524,705;4305,54;6110,1;10145,175;14166,38;0,200908083990026;0,318772637221278;0,437610786097573;0,573987873341254;0,719115187872261;0,799038489656582;0,843639521538868;0,892411504758648;0,917719922605885;0,0246;0,1651;0,4425;0,8651;1,4182;1,8133;2,0975;2,5005;2,7874;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0775;0,1422;0,2156;0,0154;0,0324;0,0567;139401137;255778602;387804970;5,244393;13,800942;28,9737;0,185508231827884;0,236317849204306;0,268030485259277;0,0187;0,0411;0,0739;3,3737;3,3737;NA;2,3335;2,332;NA;1798724349;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0237672624111145;0,0352051153070145;0,0445616331413814;0,0536130706227695;0,0635621125814047;0,0756551659456363;0,0918200717082468;0,115086132238063;0,154343501738252;0,342385934306117;369,38;493,115;603,71;718,685;851,18;1019,81;1255,235;1606,73;2295,85;292,670188166776;433,515965916153;548,732173311136;660,191619714137;782,70417213798;931,618091730395;1130,67282211571;1417,17120781017;1900,58665212235;4216,14210697519;NA;0,43078292242958;NA;NA;NA;0,28730069768842;2,17876101214596;6,21541501976285;2,69725557461406;0,292064763074195;0,319826952827739;0,380913798412695;0,499482335423589;0,140701017422749;0,249713914378029;0,335795113386925;0,405394286032151;0,319826952827739;0,28730069768842;0,28730069768842;0,28730069768842;0,28730069768842;0,999482201365876;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;92;4;5034;992;NA;NA;"EAP1999"
"AllCols19";"EAP";2000;0,0835;0,3479;0,6356;0,8468;0,9557;0,982;0,9908;0,9969;0,9984;0,0165;0,1083;0,2709;0,4749;0,6736;0,7731;0,8266;0,9106;0,9504;151681315;631975203;1154594535;1538248352;1736069851;1783844924;1799830499;1810911410;1813636224;6,0225;75,10605;316,4112;953,36175;2458,64;4232,7225;6034,18;9971,07;13875,84;0,19611670758468;0,313022817195294;0,426365805193361;0,560954317211448;0,704712937942419;0,787156529988427;0,834007350490894;0,885175382371432;0,913148940048335;0,0202;0,148;0,408;0,8156;1,361;1,7546;2,0383;2,441;2,7277;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0813;0,1464;0,2202;0,0164;0,0341;0,0589;147684921;265941850;400002701;5,920154;15,383874;31,903774;0,191884641295341;0,240200861869533;0,271553193854228;0,0198;0,0432;0,077;3,5932;3,5932;NA;2,473;2,471;NA;1816542692;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0232845269686355;0,034612461606077;0,0439352338529234;0,053080100300587;0,0631481454015317;0,0754705647151781;0,092032241278043;0,116101270109486;0,156545535423596;0,341789920343942;387,265;516,84;635,1;758,835;901,915;1085,875;1343,93;1731,925;2478,35;305,380762408509;453,948664206789;576,218500323184;696,155069860252;828,199293607261;989,81004094121;1207,01941016496;1522,68905571453;2053,12287527684;4482,63632749646;NA;0,433492418163758;NA;NA;NA;0,29324386092534;2,20634430059884;6,39962299717248;2,74787535410765;0,296960361047093;0,324047380857186;0,384673089302139;0,502864756333941;0,14296858952147;0,254159762771857;0,341919506142859;0,412530341436358;0,324047380857186;0,29324386092534;0,29324386092534;0,29324386092534;0,29324386092534;1,00286066463287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;70;5;5128;994;NA;NA;"EAP2000"
"AllCols20";"EAP";2001;0,0773;0,3273;0,6105;0,8278;0,9502;0,9799;0,9897;0,9962;0,9981;0,0155;0,101;0,2566;0,4574;0,6589;0,762;0,818;0,892;0,9274;141730393;600108120;1119358409;1517780330;1742202065;1796657339;1814625746;1826543567;1830027237;5,6575;70,0435;299,7088;918,2305;2404,985;4171,95;5971,4;9767,4;13540,04;0,189878804288901;0,31050807650128;0,421085383160986;0,553305632171099;0,693669543992657;0,777602086253758;0,826179326663144;0,880014747922699;0,908529826350958;0,0186;0,1373;0,3851;0,78;1,3181;1,7103;1,9936;2,3959;2,6824;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0859;0,1523;0,2261;0,0177;0,0363;0,0617;157498587;279243711;414556816;6,6866175;17,144853;34,9743365;0,196322524775255;0,244181993462974;0,276056242642688;0,0214;0,0462;0,0811;3,7826;3,7826;NA;2,588;2,586;NA;1833510908;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0227010297398509;0,033892692472167;0,0431777301422461;0,052378632777078;0,0626067826730533;0,075192548290003;0,0921061789867608;0,116810239675089;0,158362633704613;0,342771531539139;398,945;533,63;658,46;790,225;943,89;1142,085;1418,755;1843,25;2642,6;313,421540092954;467,939119690049;596,13289943162;723,165069650399;864,379918907684;1038,14516604044;1271,66303911892;1612,73940597172;2186,4321186164;4732,47172247981;NA;0,437660445479215;NA;NA;NA;0,300359621456;2,25285139501069;6,62397072278134;2,79969064191802;0,303174342137597;0,330103141122564;0,391520970495269;0,512254857957175;0,145842503460638;0,259448145547059;0,348961204784749;0,42057278401596;0,330103141122564;0,300359621456;0,300359621456;0,300359621456;0,300359621456;1,01218067355307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;43;5;5176;994;NA;NA;"EAP2001"
"AllCols21";"EAP";2002;0,0677;0,2908;0,5658;0,7975;0,9399;0,9762;0,9876;0,9953;0,9977;0,0132;0,0891;0,2318;0,4272;0,6336;0,7431;0,803;0,8662;0,8988;125224398;537891505;1046557817;1475132307;1738528972;1805672926;1826759457;1841002113;1845441383;4,818;61,79085;270,7424;857,604;2312,64;4068,4725;5861,9;9484,89;13122,48;0,180431589223192;0,308639470176365;0,409842837934616;0,535477181149961;0,674012696602891;0,761339436343386;0,812764137047934;0,870478705127879;0,900584402506693;0,0157;0,1206;0,3461;0,7198;1,2453;1,6349;1,9174;2,3193;2,6056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0948;0,1638;0,2356;0,0192;0,0411;0,0675;175351151;302980153;435788303;7,898016;21,1371135;41,6620125;0,213401688413761;0,254580086496118;0,288309364800632;0,0238;0,0529;0,0897;4,1074;4,1074;NA;2,8185;2,816;NA;1849695683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0217919891531019;0,0329291233698559;0,0424371661016274;0,0518740361737918;0,0625419971677553;0,0756414642524212;0,0929783640525024;0,118176400383384;0,160239649501554;0,341389809844006;419,02;565,75;705,545;853,37;1027,84;1249,03;1556,725;2022,1;2898,1;326,705719303195;493,673746852113;636,218418567259;777,696069057849;937,63024695896;1134,01758848694;1393,93256365876;1771,7017763117;2402,31442772379;5118,11944307944;NA;0,440591961900052;NA;NA;NA;0,307040485633786;2,29070997324215;6,91637630662021;2,81960227272727;0,30765624723721;0,332828783070568;0,392391067443851;0,510403569810177;0,1479123507146;0,26437918177068;0,35671755213903;0,430583957398662;0,332828783070568;0,307040485633786;0,307040485633786;0,307040485633786;0,307040485633786;1,01035000847249;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;16;2;5215;993;NA;NA;"EAP2002"
