dataset,variable,eq,percentile,thr,share
us82,mi,0,70,        24194.45,  10.7018
us82,mi,0,80,        30961.27,  13.4516
us82,mi,0,90,        42917.52,  17.7880
us82,mi,0,100,               .,  32.1919
us82,hcexp,0,10,.,.
us82,hcexp,0,20,.,.
us82,hcexp,0,30,.,.
us82,hcexp,0,40,.,.
us82,hcexp,0,50,.,.
us82,hcexp,0,60,.,.
us82,hcexp,0,70,.,.
us82,hcexp,0,80,.,.
us82,hcexp,0,90,.,.
us82,hcexp,0,100,.,.
us83,dhi,0,10,         5297.39,   1.7687
us83,dhi,0,20,         8073.44,   3.5311
us83,dhi,0,30,        10647.28,   4.9350
us83,dhi,0,40,        13043.51,   6.2230
us83,dhi,0,50,        15577.15,   7.5160
us83,dhi,0,60,        18531.63,   8.9363
us83,dhi,0,70,        22271.92,  10.6646
us83,dhi,0,80,        27218.12,  12.9245
us83,dhi,0,90,        36032.09,  16.3401
us83,dhi,0,100,               .,  27.1608
us83,dhci,0,10,         4922.08,   1.5183
us83,dhci,0,20,         7989.52,   3.4427
us83,dhci,0,30,        10588.01,   4.9182
us83,dhci,0,40,        13023.00,   6.2355
us83,dhci,0,50,        15553.77,   7.5393
us83,dhci,0,60,        18508.25,   8.9605
us83,dhci,0,70,        22254.37,  10.7123
us83,dhci,0,80,        27200.64,  12.9779
us83,dhci,0,90,        36003.79,  16.4058
us83,dhci,0,100,               .,  27.2896
us83,mi,0,10,          984.42,   0.0860
us83,mi,0,20,         5229.71,   1.5027
us83,mi,0,30,         8961.14,   3.4151
us83,mi,0,40,        12407.33,   5.1316
us83,mi,0,50,        16005.37,   6.8027
us83,mi,0,60,        20013.53,   8.6099
us83,mi,0,70,        24887.68,  10.7057
us83,mi,0,80,        31924.61,  13.5173
us83,mi,0,90,        44605.73,  17.9071
us83,mi,0,100,               .,  32.3219
us83,hcexp,0,10,.,.
us83,hcexp,0,20,.,.
us83,hcexp,0,30,.,.
us83,hcexp,0,40,.,.
us83,hcexp,0,50,.,.
us83,hcexp,0,60,.,.
us83,hcexp,0,70,.,.
us83,hcexp,0,80,.,.
us83,hcexp,0,90,.,.
us83,hcexp,0,100,.,.
us84,dhi,0,10,         5527.28,   1.7965
us84,dhi,0,20,         8496.80,   3.5484
us84,dhi,0,30,        11043.95,   4.9205
us84,dhi,0,40,        13506.16,   6.1911
us84,dhi,0,50,        16209.43,   7.4614
us84,dhi,0,60,        19195.07,   8.9021
us84,dhi,0,70,        23120.80,  10.6168
us84,dhi,0,80,        28424.75,  12.8937
us84,dhi,0,90,        37618.56,  16.3537
us84,dhi,0,100,               .,  27.3158
us84,dhci,0,10,         5217.64,   1.5579
us84,dhci,0,20,         8392.19,   3.4708
us84,dhci,0,30,        10986.14,   4.9083
us84,dhci,0,40,        13466.04,   6.1990
us84,dhci,0,50,        16166.96,   7.4836
us84,dhci,0,60,        19175.41,   8.9284
us84,dhci,0,70,        23101.72,  10.6581
us84,dhci,0,80,        28403.67,  12.9424
us84,dhci,0,90,        37594.38,  16.4148
us84,dhci,0,100,               .,  27.4369
us84,mi,0,10,         1211.64,   0.1120
us84,mi,0,20,         5898.92,   1.6933
us84,mi,0,30,         9596.36,   3.5063
us84,mi,0,40,        13232.45,   5.1993
us84,mi,0,50,        16868.54,   6.8305
us84,mi,0,60,        21024.52,   8.5953
us84,mi,0,70,        26102.93,  10.6804
us84,mi,0,80,        33392.58,  13.4514
us84,mi,0,90,        46412.66,  17.7849
us84,mi,0,100,               .,  32.1465
us84,hcexp,0,10,.,.
us84,hcexp,0,20,.,.
us84,hcexp,0,30,.,.
us84,hcexp,0,40,.,.
us84,hcexp,0,50,.,.
us84,hcexp,0,60,.,.
us84,hcexp,0,70,.,.
us84,hcexp,0,80,.,.
us84,hcexp,0,90,.,.
us84,hcexp,0,100,.,.
us85,dhi,0,10,         5690.85,   1.8012
us85,dhi,0,20,         8547.09,   3.5515
us85,dhi,0,30,        11177.36,   4.8997
us85,dhi,0,40,        13712.49,   6.1718
us85,dhi,0,50,        16383.59,   7.4372
us85,dhi,0,60,        19462.97,   8.8683
us85,dhi,0,70,        23310.67,  10.5632
us85,dhi,0,80,        28834.40,  12.8530
us85,dhi,0,90,        38324.34,  16.3860
us85,dhi,0,100,               .,  27.4681
us85,dhci,0,10,         5384.73,   1.5791
us85,dhci,0,20,         8447.40,   3.4858
us85,dhci,0,30,        11138.62,   4.8848
us85,dhci,0,40,        13678.99,   6.1771
us85,dhci,0,50,        16361.56,   7.4607
us85,dhci,0,60,        19443.60,   8.8949
us85,dhci,0,70,        23293.58,  10.6033
us85,dhci,0,80,        28818.83,  12.8942
us85,dhci,0,90,        38299.27,  16.4443
us85,dhci,0,100,               .,  27.5758
us85,mi,0,10,         1329.28,   0.1206
us85,mi,0,20,         6024.65,   1.6810
us85,mi,0,30,         9766.15,   3.5146
us85,mi,0,40,        13535.89,   5.1645
us85,mi,0,50,        17119.25,   6.7795
us85,mi,0,60,        21382.45,   8.5084
us85,mi,0,70,        26748.19,  10.5886
us85,mi,0,80,        34227.11,  13.3602
us85,mi,0,90,        47876.94,  17.7737
us85,mi,0,100,               .,  32.5088
us85,hcexp,0,10,.,.
us85,hcexp,0,20,.,.
us85,hcexp,0,30,.,.
us85,hcexp,0,40,.,.
us85,hcexp,0,50,.,.
us85,hcexp,0,60,.,.
us85,hcexp,0,70,.,.
us85,hcexp,0,80,.,.
us85,hcexp,0,90,.,.
us85,hcexp,0,100,.,.
us86,dhi,0,10,         5801.47,   1.7740
us86,dhi,0,20,         8893.85,   3.5348
us86,dhi,0,30,        11574.57,   4.9305
us86,dhi,0,40,        14144.74,   6.1728
us86,dhi,0,50,        16870.82,   7.4522
us86,dhi,0,60,        20169.39,   8.8685
us86,dhi,0,70,        24210.43,  10.6131
us86,dhi,0,80,        29867.58,  12.8881
us86,dhi,0,90,        39444.26,  16.3817
us86,dhi,0,100,               .,  27.3842
us86,dhci,0,10,         5478.24,   1.5583
us86,dhci,0,20,         8802.17,   3.4712
us86,dhci,0,30,        11542.78,   4.9158
us86,dhci,0,40,        14112.31,   6.1826
us86,dhci,0,50,        16841.74,   7.4716
us86,dhci,0,60,        20144.23,   8.8943
us86,dhci,0,70,        24189.18,  10.6447
us86,dhci,0,80,        29850.43,  12.9346
us86,dhci,0,90,        39427.86,  16.4408
us86,dhci,0,100,               .,  27.4862
us86,mi,0,10,         1383.17,   0.1220
us86,mi,0,20,         6172.25,   1.6488
us86,mi,0,30,        10269.47,   3.5046
us86,mi,0,40,        13977.02,   5.1969
us86,mi,0,50,        17890.58,   6.8402
us86,mi,0,60,        22363.22,   8.5317
us86,mi,0,70,        27857.87,  10.3976
us86,mi,0,80,        35781.16,  13.5477
us86,mi,0,90,        49544.98,  17.5802
us86,mi,0,100,               .,  32.6303
us86,hcexp,0,10,.,.
us86,hcexp,0,20,.,.
us86,hcexp,0,30,.,.
us86,hcexp,0,40,.,.
us86,hcexp,0,50,.,.
us86,hcexp,0,60,.,.
us86,hcexp,0,70,.,.
us86,hcexp,0,80,.,.
us86,hcexp,0,90,.,.
us86,hcexp,0,100,.,.
us87,dhi,0,10,         6187.76,   1.9166
us87,dhi,0,20,         9309.15,   3.6482
us87,dhi,0,30,        12064.31,   5.0192
us87,dhi,0,40,        14782.14,   6.2876
us87,dhi,0,50,        17602.23,   7.5667
us87,dhi,0,60,        20893.14,   8.9948
us87,dhi,0,70,        25079.32,  10.7116
us87,dhi,0,80,        30613.79,  12.9490
us87,dhi,0,90,        40151.07,  16.3114
us87,dhi,0,100,               .,  26.5948
us87,dhci,0,10,         5747.50,   1.6239
us87,dhci,0,20,         9171.62,   3.5482
us87,dhci,0,30,        11999.26,   4.9953
us87,dhci,0,40,        14739.75,   6.2942
us87,dhci,0,50,        17580.30,   7.5913
us87,dhci,0,60,        20871.57,   9.0345
us87,dhci,0,70,        25069.61,  10.7621
us87,dhci,0,80,        30600.13,  13.0146
us87,dhci,0,90,        40140.29,  16.3973
us87,dhci,0,100,               .,  26.7386
us87,mi,0,10,         1611.48,   0.1413
us87,mi,0,20,         6514.95,   1.7374
us87,mi,0,30,        10786.34,   3.6859
us87,mi,0,40,        14529.20,   5.1124
us87,mi,0,50,        18503.61,   6.8279
us87,mi,0,60,        22924.21,   8.5380
us87,mi,0,70,        28588.66,  10.5948
us87,mi,0,80,        36619.62,  13.3975
us87,mi,0,90,        50580.03,  17.6312
us87,mi,0,100,               .,  32.3336
us87,hcexp,0,10,.,.
us87,hcexp,0,20,.,.
us87,hcexp,0,30,.,.
us87,hcexp,0,40,.,.
us87,hcexp,0,50,.,.
us87,hcexp,0,60,.,.
us87,hcexp,0,70,.,.
us87,hcexp,0,80,.,.
us87,hcexp,0,90,.,.
us87,hcexp,0,100,.,.
us88,dhi,0,10,         6323.26,   1.9247
us88,dhi,0,20,         9383.33,   3.6315
us88,dhi,0,30,        12069.60,   4.9450
us88,dhi,0,40,        14802.52,   6.1920
us88,dhi,0,50,        17673.48,   7.4693
us88,dhi,0,60,        21037.34,   8.9075
us88,dhi,0,70,        25214.96,  10.6090
us88,dhi,0,80,        30965.80,  12.8724
us88,dhi,0,90,        40968.88,  16.2650
us88,dhi,0,100,               .,  27.1834
us88,dhci,0,10,         5884.53,   1.6506
us88,dhci,0,20,         9231.60,   3.5348
us88,dhci,0,30,        11999.65,   4.9242
us88,dhci,0,40,        14766.77,   6.1970
us88,dhci,0,50,        17645.29,   7.4939
us88,dhci,0,60,        21025.25,   8.9439
us88,dhci,0,70,        25200.97,  10.6590
us88,dhci,0,80,        30962.69,  12.9289
us88,dhci,0,90,        40968.88,  16.3536
us88,dhci,0,100,               .,  27.3140
us88,mi,0,10,         1710.02,   0.1494
us88,mi,0,20,         6632.79,   1.7560
us88,mi,0,30,        10778.28,   3.5946
us88,mi,0,40,        14556.90,   5.1122
us88,mi,0,50,        18692.86,   6.7559
us88,mi,0,60,        23318.40,   8.5287
us88,mi,0,70,        29018.46,  10.5954
us88,mi,0,80,        37121.86,  13.2119
us88,mi,0,90,        51803.12,  17.6087
us88,mi,0,100,               .,  32.6872
us88,hcexp,0,10,.,.
us88,hcexp,0,20,.,.
us88,hcexp,0,30,.,.
us88,hcexp,0,40,.,.
us88,hcexp,0,50,.,.
us88,hcexp,0,60,.,.
us88,hcexp,0,70,.,.
us88,hcexp,0,80,.,.
us88,hcexp,0,90,.,.
us88,hcexp,0,100,.,.
us89,dhi,0,10,         6319.85,   1.9340
us89,dhi,0,20,         9448.34,   3.6014
us89,dhi,0,30,        12146.57,   4.8947
us89,dhi,0,40,        14913.80,   6.1333
us89,dhi,0,50,        17759.14,   7.4050
us89,dhi,0,60,        21154.50,   8.7969
us89,dhi,0,70,        25345.56,  10.4885
us89,dhi,0,80,        31289.82,  12.7415
us89,dhi,0,90,        41425.80,  16.2126
us89,dhi,0,100,               .,  27.7921
us89,dhci,0,10,         5934.81,   1.6644
us89,dhci,0,20,         9291.34,   3.5077
us89,dhci,0,30,        12073.41,   4.8739
us89,dhci,0,40,        14865.36,   6.1377
us89,dhci,0,50,        17729.81,   7.4277
us89,dhci,0,60,        21137.86,   8.8318
us89,dhci,0,70,        25335.83,  10.5382
us89,dhci,0,80,        31286.86,  12.7966
us89,dhci,0,90,        41422.51,  16.2928
us89,dhci,0,100,               .,  27.9292
us89,mi,0,10,         1977.30,   0.1759
us89,mi,0,20,         6733.37,   1.7911
us89,mi,0,30,        10880.11,   3.5073
us89,mi,0,40,        14829.77,   5.1653
us89,mi,0,50,        18982.10,   6.6606
us89,mi,0,60,        23529.90,   8.3767
us89,mi,0,70,        29247.27,  10.3779
us89,mi,0,80,        37403.97,  13.1073
us89,mi,0,90,        52184.47,  17.4555
us89,mi,0,100,               .,  33.3824
us89,hcexp,0,10,.,.
us89,hcexp,0,20,.,.
us89,hcexp,0,30,.,.
us89,hcexp,0,40,.,.
us89,hcexp,0,50,.,.
us89,hcexp,0,60,.,.
us89,hcexp,0,70,.,.
us89,hcexp,0,80,.,.
us89,hcexp,0,90,.,.
us89,hcexp,0,100,.,.
us90,dhi,0,10,         6208.84,   1.9445
us90,dhi,0,20,         9149.22,   3.5932
us90,dhi,0,30,        11790.88,   4.8781
us90,dhi,0,40,        14445.49,   6.0920
us90,dhi,0,50,        17275.89,   7.3794
us90,dhi,0,60,        20618.25,   8.8005
us90,dhi,0,70,        24774.45,  10.5346
us90,dhi,0,80,        30587.81,  12.7859
us90,dhi,0,90,        40441.68,  16.2946
us90,dhi,0,100,               .,  27.6971
us90,dhci,0,10,         5732.41,   1.6492
us90,dhci,0,20,         9004.97,   3.4889
us90,dhci,0,30,        11720.84,   4.8495
us90,dhci,0,40,        14391.06,   6.0974
us90,dhci,0,50,        17248.26,   7.4010
us90,dhci,0,60,        20600.74,   8.8391
us90,dhci,0,70,        24766.47,  10.5834
us90,dhci,0,80,        30581.24,  12.8576
us90,dhci,0,90,        40441.68,  16.3832
us90,dhci,0,100,               .,  27.8508
us90,mi,0,10,         1891.04,   0.1809
us90,mi,0,20,         6566.12,   1.7832
us90,mi,0,30,        10512.92,   3.5371
us90,mi,0,40,        14195.33,   5.0953
us90,mi,0,50,        18174.09,   6.6304
us90,mi,0,60,        22560.26,   8.3412
us90,mi,0,70,        28246.52,  10.3904
us90,mi,0,80,        36432.60,  13.1708
us90,mi,0,90,        51084.43,  17.6541
us90,mi,0,100,               .,  33.2165
us90,hcexp,0,10,.,.
us90,hcexp,0,20,.,.
us90,hcexp,0,30,.,.
us90,hcexp,0,40,.,.
us90,hcexp,0,50,.,.
us90,hcexp,0,60,.,.
us90,hcexp,0,70,.,.
us90,hcexp,0,80,.,.
us90,hcexp,0,90,.,.
us90,hcexp,0,100,.,.
us91,dhi,0,10,         6189.86,   1.9375
us91,dhi,0,20,         9009.51,   3.5887
us91,dhi,0,30,        11746.78,   4.8798
us91,dhi,0,40,        14441.70,   6.1599
us91,dhi,0,50,        17311.68,   7.4563
us91,dhi,0,60,        20483.68,   8.8823
us91,dhi,0,70,        24419.87,  10.5220
us91,dhi,0,80,        30086.58,  12.7589
us91,dhi,0,90,        40004.45,  16.2638
us91,dhi,0,100,               .,  27.5508
us91,dhci,0,10,         5636.50,   1.6183
us91,dhci,0,20,         8826.29,   3.4570
us91,dhci,0,30,        11644.79,   4.8485
us91,dhci,0,40,        14392.66,   6.1676
us91,dhci,0,50,        17285.41,   7.4839
us91,dhci,0,60,        20462.08,   8.9252
us91,dhci,0,70,        24411.77,  10.5795
us91,dhci,0,80,        30079.08,  12.8330
us91,dhci,0,90,        40000.85,  16.3643
us91,dhci,0,100,               .,  27.7229
us91,mi,0,10,         1569.44,   0.1371
us91,mi,0,20,         6031.62,   1.6470
us91,mi,0,30,         9988.96,   3.3945
us91,mi,0,40,        13804.57,   5.0296
us91,mi,0,50,        17998.13,   6.7928
us91,mi,0,60,        22317.69,   8.3726
us91,mi,0,70,        27599.54,  10.5064
us91,mi,0,80,        35816.29,  13.2937
us91,mi,0,90,        50124.80,  17.7679
us91,mi,0,100,               .,  33.0583
us91,hcexp,0,10,.,.
us91,hcexp,0,20,.,.
us91,hcexp,0,30,.,.
us91,hcexp,0,40,.,.
us91,hcexp,0,50,.,.
us91,hcexp,0,60,.,.
us91,hcexp,0,70,.,.
us91,hcexp,0,80,.,.
us91,hcexp,0,90,.,.
us91,hcexp,0,100,.,.
us92,dhi,0,10,         6040.21,   1.8797
us92,dhi,0,20,         8965.98,   3.5564
us92,dhi,0,30,        11625.64,   4.8636
us92,dhi,0,40,        14344.87,   6.1213
us92,dhi,0,50,        17209.61,   7.4121
us92,dhi,0,60,        20399.02,   8.8331
us92,dhi,0,70,        24435.68,  10.5118
us92,dhi,0,80,        30138.15,  12.7600
us92,dhi,0,90,        40395.38,  16.2932
us92,dhi,0,100,               .,  27.7689
us92,dhci,0,10,         5557.77,   1.5714
us92,dhci,0,20,         8756.35,   3.4284
us92,dhci,0,30,        11530.31,   4.8217
us92,dhci,0,40,        14290.01,   6.1243
us92,dhci,0,50,        17179.62,   7.4414
us92,dhci,0,60,        20370.98,   8.8722
us92,dhci,0,70,        24416.46,  10.5775
us92,dhci,0,80,        30137.57,  12.8344
us92,dhci,0,90,        40394.95,  16.3873
us92,dhci,0,100,               .,  27.9414
us92,mi,0,10,         1339.87,   0.1127
us92,mi,0,20,         5815.44,   1.5400
us92,mi,0,30,         9753.54,   3.3150
us92,mi,0,40,        13538.50,   4.9573
us92,mi,0,50,        17569.91,   6.6176
us92,mi,0,60,        22133.26,   8.4146
us92,mi,0,70,        27570.79,  10.5025
us92,mi,0,80,        35571.31,  13.2589
us92,mi,0,90,        50286.34,  17.8292
us92,mi,0,100,               .,  33.4522
us92,hcexp,0,10,.,.
us92,hcexp,0,20,.,.
us92,hcexp,0,30,.,.
us92,hcexp,0,40,.,.
us92,hcexp,0,50,.,.
us92,hcexp,0,60,.,.
us92,hcexp,0,70,.,.
us92,hcexp,0,80,.,.
us92,hcexp,0,90,.,.
us92,hcexp,0,100,.,.
us93,dhi,0,10,         5872.69,   1.7973
us93,dhi,0,20,         8751.77,   3.3888
us93,dhi,0,30,        11373.77,   4.6509
us93,dhi,0,40,        14035.52,   5.8584
us93,dhi,0,50,        16969.88,   7.1408
us93,dhi,0,60,        20273.02,   8.5766
us93,dhi,0,70,        24422.31,  10.2698
us93,dhi,0,80,        30253.14,  12.5138
us93,dhi,0,90,        40680.38,  16.0898
us93,dhi,0,100,               .,  29.7137
us93,dhci,0,10,         5328.43,   1.4936
us93,dhci,0,20,         8526.51,   3.2436
us93,dhci,0,30,        11258.96,   4.6071
us93,dhci,0,40,        13980.09,   5.8571
us93,dhci,0,50,        16934.25,   7.1602
us93,dhci,0,60,        20237.96,   8.6172
us93,dhci,0,70,        24410.43,  10.3268
us93,dhci,0,80,        30249.19,  12.5882
us93,dhci,0,90,        40676.14,  16.1884
us93,dhci,0,100,               .,  29.9178
us93,mi,0,10,         1018.09,   0.0806
us93,mi,0,20,         5418.70,   1.3658
us93,mi,0,30,         9332.50,   3.1205
us93,mi,0,40,        13145.25,   4.5970
us93,mi,0,50,        17098.28,   6.2903
us93,mi,0,60,        21812.60,   8.0718
us93,mi,0,70,        27487.90,  10.1930
us93,mi,0,80,        35705.02,  13.0188
us93,mi,0,90,        50904.56,  17.6147
us93,mi,0,100,               .,  35.6476
us93,hcexp,0,10,.,.
us93,hcexp,0,20,.,.
us93,hcexp,0,30,.,.
us93,hcexp,0,40,.,.
us93,hcexp,0,50,.,.
us93,hcexp,0,60,.,.
us93,hcexp,0,70,.,.
us93,hcexp,0,80,.,.
us93,hcexp,0,90,.,.
us93,hcexp,0,100,.,.
us94,dhi,0,10,         6223.49,   1.8525
us94,dhi,0,20,         9073.64,   3.5038
us94,dhi,0,30,        11749.53,   4.7237
us94,dhi,0,40,        14356.18,   5.9208
us94,dhi,0,50,        17284.46,   7.1624
us94,dhi,0,60,        20575.33,   8.5664
us94,dhi,0,70,        24681.46,  10.2092
us94,dhi,0,80,        30662.34,  12.4496
us94,dhi,0,90,        41184.28,  15.9948
us94,dhi,0,100,               .,  29.6169
us94,dhci,0,10,         5679.22,   1.5517
us94,dhci,0,20,         8850.60,   3.3678
us94,dhci,0,30,        11626.61,   4.6783
us94,dhci,0,40,        14279.28,   5.9167
us94,dhci,0,50,        17248.91,   7.1865
us94,dhci,0,60,        20546.39,   8.6057
us94,dhci,0,70,        24664.93,  10.2619
us94,dhci,0,80,        30657.11,  12.5234
us94,dhci,0,90,        41177.11,  16.0886
us94,dhci,0,100,               .,  29.8194
us94,mi,0,10,         1190.66,   0.0856
us94,mi,0,20,         5622.58,   1.4170
us94,mi,0,30,         9682.41,   3.1162
us94,mi,0,40,        13514.03,   4.7192
us94,mi,0,50,        17639.46,   6.3201
us94,mi,0,60,        22325.77,   8.0977
us94,mi,0,70,        27892.40,  10.1676
us94,mi,0,80,        36381.39,  12.9981
us94,mi,0,90,        51620.23,  17.3564
us94,mi,0,100,               .,  35.7220
us94,hcexp,0,10,.,.
us94,hcexp,0,20,.,.
us94,hcexp,0,30,.,.
us94,hcexp,0,40,.,.
us94,hcexp,0,50,.,.
us94,hcexp,0,60,.,.
us94,hcexp,0,70,.,.
us94,hcexp,0,80,.,.
us94,hcexp,0,90,.,.
us94,hcexp,0,100,.,.
us95,dhi,0,10,         6551.98,   1.9418
us95,dhi,0,20,         9330.68,   3.5643
us95,dhi,0,30,        11986.76,   4.7586
us95,dhi,0,40,        14613.88,   5.9390
us95,dhi,0,50,        17462.66,   7.1558
us95,dhi,0,60,        20844.41,   8.5288
us95,dhi,0,70,        24969.06,  10.1907
us95,dhi,0,80,        30884.05,  12.3934
us95,dhi,0,90,        41728.77,  15.8808
us95,dhi,0,100,               .,  29.6468
us95,dhci,0,10,         6070.11,   1.6608
us95,dhci,0,20,         9135.08,   3.4468
us95,dhci,0,30,        11865.23,   4.7158
us95,dhci,0,40,        14539.88,   5.9362
us95,dhci,0,50,        17440.14,   7.1706
us95,dhci,0,60,        20825.78,   8.5654
us95,dhci,0,70,        24954.58,  10.2384
us95,dhci,0,80,        30868.50,  12.4604
us95,dhci,0,90,        41728.77,  15.9661
us95,dhci,0,100,               .,  29.8395
us95,mi,0,10,         1608.57,   0.1360
us95,mi,0,20,         6128.66,   1.5567
us95,mi,0,30,        10013.36,   3.2251
us95,mi,0,40,        13899.67,   4.7486
us95,mi,0,50,        17913.06,   6.3269
us95,mi,0,60,        22520.01,   8.1023
us95,mi,0,70,        28375.21,  10.0022
us95,mi,0,80,        36836.30,  12.8316
us95,mi,0,90,        52467.60,  17.3146
us95,mi,0,100,               .,  35.7560
us95,hcexp,0,10,.,.
us95,hcexp,0,20,.,.
us95,hcexp,0,30,.,.
us95,hcexp,0,40,.,.
us95,hcexp,0,50,.,.
us95,hcexp,0,60,.,.
us95,hcexp,0,70,.,.
us95,hcexp,0,80,.,.
us95,hcexp,0,90,.,.
us95,hcexp,0,100,.,.
us96,dhi,0,10,         6521.15,   1.9456
us96,dhi,0,20,         9354.71,   3.5128
us96,dhi,0,30,        11984.45,   4.6896
us96,dhi,0,40,        14678.65,   5.8598
us96,dhi,0,50,        17626.94,   7.0841
us96,dhi,0,60,        21043.74,   8.4707
us96,dhi,0,70,        25295.42,  10.1329
us96,dhi,0,80,        31457.27,  12.4002
us96,dhi,0,90,        42225.11,  15.9034
us96,dhi,0,100,               .,  30.0009
us96,dhci,0,10,         6132.29,   1.6785
us96,dhci,0,20,         9165.22,   3.4068
us96,dhci,0,30,        11880.92,   4.6490
us96,dhci,0,40,        14628.52,   5.8581
us96,dhci,0,50,        17587.87,   7.1001
us96,dhci,0,60,        21023.87,   8.5095
us96,dhci,0,70,        25269.90,  10.1757
us96,dhci,0,80,        31454.15,  12.4610
us96,dhci,0,90,        42225.11,  15.9859
us96,dhci,0,100,               .,  30.1754
us96,mi,0,10,         1687.79,   0.1369
us96,mi,0,20,         6251.06,   1.5718
us96,mi,0,30,        10157.97,   3.2467
us96,mi,0,40,        13992.99,   4.6354
us96,mi,0,50,        18232.25,   6.2488
us96,mi,0,60,        22910.12,   7.9369
us96,mi,0,70,        28993.19,  10.0108
us96,mi,0,80,        37770.45,  12.8382
us96,mi,0,90,        53446.54,  17.3312
us96,mi,0,100,               .,  36.0432
us96,hcexp,0,10,.,.
us96,hcexp,0,20,.,.
us96,hcexp,0,30,.,.
us96,hcexp,0,40,.,.
us96,hcexp,0,50,.,.
us96,hcexp,0,60,.,.
us96,hcexp,0,70,.,.
us96,hcexp,0,80,.,.
us96,hcexp,0,90,.,.
us96,hcexp,0,100,.,.
us97,dhi,0,10,         6790.86,   1.8685
us97,dhi,0,20,         9662.26,   3.5290
us97,dhi,0,30,        12332.59,   4.6975
us97,dhi,0,40,        15100.65,   5.8408
us97,dhi,0,50,        18055.27,   7.0726
us97,dhi,0,60,        21464.44,   8.4188
us97,dhi,0,70,        25940.78,  10.0740
us97,dhi,0,80,        32059.23,  12.2777
us97,dhi,0,90,        43368.68,  15.8311
us97,dhi,0,100,               .,  30.3901
us97,dhci,0,10,         6412.53,   1.6416
us97,dhci,0,20,         9496.83,   3.4353
us97,dhci,0,30,        12236.99,   4.6673
us97,dhci,0,40,        15051.15,   5.8425
us97,dhci,0,50,        18036.79,   7.0861
us97,dhci,0,60,        21444.97,   8.4541
us97,dhci,0,70,        25931.11,  10.1093
us97,dhci,0,80,        32058.46,  12.3292
us97,dhci,0,90,        43368.68,  15.9002
us97,dhci,0,100,               .,  30.5344
us97,mi,0,10,         1612.58,   0.1309
us97,mi,0,20,         6491.18,   1.5565
us97,mi,0,30,        10622.27,   3.2058
us97,mi,0,40,        14512.32,   4.6997
us97,mi,0,50,        18880.65,   6.2385
us97,mi,0,60,        23669.53,   8.0133
us97,mi,0,70,        29854.14,   9.8715
us97,mi,0,80,        38685.68,  12.6919
us97,mi,0,90,        55556.96,  17.2454
us97,mi,0,100,               .,  36.3466
us97,hcexp,0,10,.,.
us97,hcexp,0,20,.,.
us97,hcexp,0,30,.,.
us97,hcexp,0,40,.,.
us97,hcexp,0,50,.,.
us97,hcexp,0,60,.,.
us97,hcexp,0,70,.,.
us97,hcexp,0,80,.,.
us97,hcexp,0,90,.,.
us97,hcexp,0,100,.,.
us98,dhi,0,10,         6911.12,   1.8540
us98,dhi,0,20,         9999.77,   3.5428
us98,dhi,0,30,        12867.97,   4.7631
us98,dhi,0,40,        15698.50,   5.9416
us98,dhi,0,50,        18847.98,   7.1805
us98,dhi,0,60,        22341.58,   8.5312
us98,dhi,0,70,        26815.91,  10.1831
us98,dhi,0,80,        33123.29,  12.3700
us98,dhi,0,90,        44353.85,  15.8580
us98,dhi,0,100,               .,  29.7758
us98,dhci,0,10,         6591.73,   1.6555
us98,dhci,0,20,         9832.25,   3.4608
us98,dhci,0,30,        12778.05,   4.7304
us98,dhci,0,40,        15652.27,   5.9379
us98,dhci,0,50,        18816.10,   7.1959
us98,dhci,0,60,        22325.29,   8.5608
us98,dhci,0,70,        26806.89,  10.2182
us98,dhci,0,80,        33112.01,  12.4133
us98,dhci,0,90,        44340.32,  15.9276
us98,dhci,0,100,               .,  29.8995
us98,mi,0,10,         2251.98,   0.1811
us98,mi,0,20,         6907.11,   1.6791
us98,mi,0,30,        11037.34,   3.2365
us98,mi,0,40,        15115.81,   4.7254
us98,mi,0,50,        19604.80,   6.2593
us98,mi,0,60,        24764.08,   7.9923
us98,mi,0,70,        31160.47,  10.0320
us98,mi,0,80,        40575.49,  12.8294
us98,mi,0,90,        57396.40,  17.2232
us98,mi,0,100,               .,  35.8417
us98,hcexp,0,10,.,.
us98,hcexp,0,20,.,.
us98,hcexp,0,30,.,.
us98,hcexp,0,40,.,.
us98,hcexp,0,50,.,.
us98,hcexp,0,60,.,.
us98,hcexp,0,70,.,.
us98,hcexp,0,80,.,.
us98,hcexp,0,90,.,.
us98,hcexp,0,100,.,.
us99,dhi,0,10,         7138.01,   1.9049
us99,dhi,0,20,        10234.96,   3.5499
us99,dhi,0,30,        13111.30,   4.7381
us99,dhi,0,40,        16021.98,   5.9143
us99,dhi,0,50,        19211.15,   7.1467
us99,dhi,0,60,        22925.90,   8.5290
us99,dhi,0,70,        27444.96,  10.1896
us99,dhi,0,80,        33864.25,  12.3421
us99,dhi,0,90,        45348.04,  15.7710
us99,dhi,0,100,               .,  29.9143
us99,dhci,0,10,         6834.51,   1.7334
us99,dhci,0,20,        10119.32,   3.4805
us99,dhci,0,30,        13023.01,   4.7143
us99,dhci,0,40,        15974.90,   5.9099
us99,dhci,0,50,        19176.94,   7.1556
us99,dhci,0,60,        22913.14,   8.5560
us99,dhci,0,70,        27441.40,  10.2232
us99,dhci,0,80,        33856.89,  12.3814
us99,dhci,0,90,        45343.63,  15.8219
