Entity,Year,Gini coefficient,Palma ratio (S90/S40 ratio),S90/S10 ratio,S80/S20 ratio,S90/S50 ratio,P90/P10 ratio,P90/P50 ratio,P50/P10 ratio,P0-P10 - share of the bottom 10%,P0-P40 - share of the bottom 40%,P0-P50 - share of the bottom 50%,P10-P20 - share of national income,P20-P30 - share of national income,P30-P40 - share of national income,P40-P50 - share of national income,P50-P60 - share of national income,P50-P90 - share of the middle 40%,P60-P70 - share of national income,P70-P80 - share of national income,P80-P90 - share of national income,P90-P100 - share of the top 10%,P99.999-P100 - share of the top 0.001%,P99.99-P100 - share of the top 0.01%,P99.9-P100 - share of the top 0.1%,P99-P100 - share of the top 1%,Mean income,P0-P10 - mean income of the bottom 10%,P10-P20 - mean income,P20-P30 - mean income,P30-P40 - mean income,P40-P50 - mean income,P50-P60 - mean income,P60-P70 - mean income,P70-P80 - mean income,P80-P90 - mean income,P90-P100 - mean income of the top 10%,P99.999-P100 - mean income of the top 0.001%,P99.99-P100 - mean income of the top 0.01%,P99.9-P100 - mean income of the top 0.1%,P99-P100 - mean income of the top 1%,P0 - income threshold of the bottom 10%,P10 - income threshold,P20 - income threshold,P30 - income threshold,P40 - income threshold,P50 - income threshold (median),P60 - income threshold,P70 - income threshold,P80 - income threshold,P90 - income threshold of the top 10%,P99.999 - income threshold of the top 0.001%,P99.99 - income threshold of the top 0.01%,P99.9 - income threshold of the top 0.1%,P99 - income threshold of the top 1%
Russia and Central Asia,1987,0.441360049657472,2.502538,113.76923,20.872726,1.4962064,,,,0.26000000000001,11.82,19.77,1.94,3.83,5.79,7.95,9.58,50.64999999999999,11.31,13.420000000000002,16.34,29.580000000000002,0.35000000000000003,0.8999999999999999,2.58,8.0,21403.3578894553,556.4873051258378,4152.251430554328,8197.48607166138,12392.54421799462,17015.66952211696,20504.41685809818,24207.19777297394,28723.30628764901,34973.08679136996,63303.5604207212,7509141.27752424,1934338.516389773,551920.6310645726,171183.6691922003,,,,,,,,,,39370.07303514116,4906531.259574318,771985.004260303,242313.4373532273,85354.40780332842
Russia and Central Asia,1988,0.44145476822818,2.4991555,109.59259,20.596413,1.4974697,,,,0.27,11.84,19.759999999999998,1.96,3.83,5.779999999999999,7.920000000000001,9.56,50.64999999999999,11.31,13.44,16.34,29.59,0.35000000000000003,0.9199999999999999,2.62,8.110000000000001,21929.37320956123,592.0930766581533,4298.157149074002,8398.949939261953,12675.17771512639,17368.0635819725,20964.48078834054,24802.12110001376,29473.0775936503,35832.59582442306,64890.83226759946,7714241.122932753,2010140.497162871,574824.7331678619,177846.5765089288,,,,,,,,,,40251.42477398461,5092460.551427165,802858.3153455851,246608.2273332791,87710.92288872461
Russia and Central Asia,1989,0.448414607050864,2.5942276,117.53846,21.449541,1.5607764,,,,0.26000000000001,11.78,19.580000000000002,1.92,3.83,5.7700000000000005,7.8,9.35,49.86,11.09,13.22,16.2,30.56,0.36,0.96,2.7199999999999998,8.51,22281.77411893861,579.3261270924039,4278.100630836213,8533.919487553487,12856.58366662758,17379.78381277212,20833.4588012076,24710.48749790292,29456.50538523684,36096.47407268055,68101.99993527778,8107136.685002524,2141746.37108616,606422.4161342998,189535.7747810251,,,,,,,,,,40808.33283545207,5370319.093119265,840752.8056756936,263427.7174637884,94181.48444928364
Russia and Central Asia,1990,0.442818921261256,2.5161827,112.2963,20.43111,1.5024776,,,,0.27,12.049999999999999,20.18,1.9799999999999902,3.91,5.8900000000000095,8.12999999999999,9.36,49.49,11.15,13.34,15.65,30.320000000000004,0.83,1.73,3.9800000000000004,9.84,21724.86605747115,586.571383551721,4301.523479379288,8494.42262847122,12795.94610785051,17662.31610472405,20334.474629793,24223.22565408033,28980.97132066652,33999.41537994235,65877.58277108811,17943221.2857735,3769115.039245437,864114.8472391653,213709.275003337,,,,,,,,,,37600.79960793391,11172578.67873527,1141102.241582102,300867.9027738744,86408.5352359404
Russia and Central Asia,1991,0.45086545293799,2.6833773,117.34615,21.60465,1.5726804,,,,0.26000000000001,11.37,19.400000000000002,1.88999999999999,3.67000000000001,5.55,8.02999999999999,9.46,50.09,11.16,13.530000000000001,15.939999999999998,30.509999999999998,1.16,2.26,4.569999999999999,10.45,21807.61946419523,566.998106069076,4121.640078732899,8003.39634335965,12103.22880262835,17511.51842974877,20630.00801312869,24337.30332204188,29505.70913505615,34761.3454259272,66535.55622624056,25301538.1891659,4938832.34649791,995817.8725436592,227795.2467749115,,,,,,,,,,38577.06614942206,15889973.67237386,1229308.846194211,298890.9071128969,82586.50204903194
Russia and Central Asia,1992,0.503486945608984,3.5081651,152.16667,27.502617,2.1558442,,,,0.24,10.41,16.939999999999998,1.67,3.42,5.08,6.529999999999999,8.07,46.53,9.969999999999999,12.49,16.009999999999998,36.52,0.5499999999999999,1.47,4.04,11.559999999999999,17967.13450416588,431.211228099981,3000.511462195701,6144.760000424729,9127.304328116265,11732.53883122032,14499.47754486186,17913.23310065338,22440.95099570318,28765.38234116957,65619.25794739537,9898097.236004028,2636389.762874068,725808.3237359461,207646.3298853581,,,,,,,,,,34137.73727992317,6622868.366917742,1029476.982011719,291199.3134446777,90326.7413009336
Russia and Central Asia,1993,0.52072921787456,3.897541,190.2,31.55814,2.3715711,,,,0.2,9.76,16.04,1.52,3.2,4.84,6.279999999999999,7.779999999999999,45.92,9.67,12.23,16.24,38.04,0.62,1.6500000000000001,4.5,12.43,15712.2439570947,314.2448791418939,2388.261081478394,5027.918066270303,7604.726075233833,9867.289205055467,12224.12579861967,15193.73990651057,19216.07435952681,25516.68418632179,59773.68030822716,9782121.551561913,2593317.173818824,707202.9256251889,195320.2658682703,,,,,,,,,,30671.04051175225,6630281.925913708,986087.2181594193,282854.9184092262,79526.16364800106
Russia and Central Asia,1994,0.569080778416772,5.0948477,207.19048,36.760735,3.1483357,,,,0.21,8.540000000000001,13.819999999999999,1.4200000000000002,2.83,4.08000000000001,5.28,6.60000000000001,42.67,8.42999999999999,11.23,16.41,43.51,0.4,1.24,4.03,13.26,12972.57500711962,272.424075149512,1842.105651010985,3671.238727014852,5292.810602904803,6849.519603759158,8561.899504698946,10935.88073100184,14568.20173299533,21287.99558668329,56442.2965429429,5158985.064546765,1610095.571939546,522493.2680184017,172020.1495736815,,,,,,,,,,27155.41858757891,3703698.611016212,747882.2358349547,247837.7863966997,86028.31688072166
Russia and Central Asia,1995,0.584417321549555,5.6325002,300.39999,42.303448,3.4449542,,,,0.14999999999999,8.0,13.08,1.3,2.66000000000001,3.88999999999999,5.08000000000001,6.399999999999991,41.870000000000005,8.18,11.0,16.28,45.06,0.54,1.6400000000000001,4.9,14.67,11253.48481135486,168.8022721703228,1462.953025476131,2993.426959820392,4377.605591617039,5716.770284168267,7202.230279267107,9205.350575688271,12378.83329249034,18320.67327288571,50704.91339162002,6110767.361178893,1840412.001896342,551630.4349963983,165063.1321762985,,,,,,,,,,23672.08726636716,4512121.813391672,764921.0504505147,239125.8935465902,72991.85959847888
Russia and Central Asia,1996,0.629303377661003,8.2207355,1638.6666,99.015152,4.6377358,,,,0.03,5.9799999999999995,10.6,0.63000000000001,1.95,3.37,4.62,6.00000000000001,40.23,7.6,10.45,16.189999999999998,49.16,0.65,1.7999999999999998,5.36,16.63,11878.60851890568,35.63582555671703,748.3523366910578,2316.328661186607,4003.091070871214,5487.917135734423,7127.165111343406,9027.742474368317,12413.14590225643,19231.46719210829,58399.02321071938,7722058.663931138,2136990.845922725,637218.2856869382,197487.0911345372,,,,,,,,,,25535.29699309903,5365742.074882159,903328.6393474188,287278.0320841643,87923.53763809509
Russia and Central Asia,1997,0.600446746726959,6.3495936,426.0,51.991737,3.7974069,,,,0.11,7.380000000000001,12.34,1.0999999999999999,2.41,3.7600000000000002,4.96,6.27000000000001,40.8,7.83999999999999,10.639999999999999,16.05,46.86,0.8200000000000001,1.9800000000000002,5.36,15.6,12048.44870331405,132.5329357364546,1325.329357364546,2903.676137498686,4530.216712446084,5976.03055684377,7554.377336977911,9445.983783398216,12819.54942032615,19337.76016881906,56455.71601430356,9871495.929754715,2387356.665023149,646300.891433386,187944.5889216667,,,,,,,,,,25231.54166740405,6647237.288191744,891984.0139597395,270568.6934477405,82084.11058996718
Russia and Central Asia,1998,0.575401336167694,5.2223516,280.375,40.433334,3.2088697,,,,0.16,8.59,13.98,1.34,2.86999999999999,4.22,5.39000000000001,6.54,41.160000000000004,8.06,10.77,15.790000000000001,44.86,0.9299999999999999,2.11,5.34,15.22,11523.83124480819,184.381299916931,1544.193386804297,3307.339567259949,4863.056785309054,6211.345040951612,7536.585634104553,9288.2079833154,12411.16625065842,18196.12953555213,51695.57790758886,10668086.23368559,2429256.028837455,615583.8612749915,175343.1461693653,,,,,,,,,,23221.83604498496,7050425.305222823,851883.8378108825,244097.5281133953,73425.33648066026
Russia and Central Asia,1999,0.58910211652632,5.5151868,224.80952,36.781067,3.4510233,,,,0.21,8.559999999999999,13.68,1.48,2.8400000000000003,4.03,5.12,6.239999999999999,39.11,7.68,10.24,14.95,47.21,1.71,3.46,7.720000000000001,18.44,12560.90476589932,263.7790000838857,1859.013905353099,3567.296953515407,5062.044620657425,6431.183240140451,7838.004573921175,9646.774860210677,12862.3664802809,18778.55262501948,59305.39667220407,21540253.27167325,4339993.748902464,969398.1485161964,231664.2481115823,,,,,,,,,,24185.94119055249,13811574.33520418,1327996.617083637,325214.5980484348,82425.328606544
Russia and Central Asia,2000,0.608518674189298,6.1082411,236.4762,38.793938,3.8377125,,,,0.21,8.129999999999999,12.94,1.44,2.7,3.7800000000000096,4.80999999999999,5.92,37.4,7.35,9.78,14.35,49.66,2.58,4.92,9.82,21.490000000000002,13795.35634492018,289.7024832433239,1986.531313668506,3724.74621312845,5214.64469837983,6635.566401906608,8166.850956192749,10139.58691351633,13491.85850533194,19796.33635496046,68511.992742578,35534600.80680964,6794116.197957385,1355121.142929855,296524.3274239802,,,,,,,,,,25513.07099365793,22311692.55076489,1811362.20126835,401221.9246905824,92018.99255397702
Russia and Central Asia,2001,0.617081969153588,6.4086294,252.5,40.431252,4.0111198,,,,0.2,7.88,12.590000000000002,1.4000000000000001,2.62,3.66,4.71,5.83,36.919999999999995,7.2700000000000005,9.62,14.19,50.5,4.44,7.3999999999999995,12.94,24.099999999999998,14744.923729847,294.8984745969401,2064.28932217858,3863.170017219915,5396.642085124003,6944.859076757938,8596.290534500802,10719.55955159877,14184.61662811282,20923.0467726529,74457.65727231116,65413257.87911642,10906975.18969097,1908157.407337442,355313.2142349588,,,,,,,,,,26548.60686698899,39244866.57162298,2318143.924260457,438217.0308672064,90682.63686431113
Russia and Central Asia,2002,0.611870605172498,6.1778607,236.5238,39.51852,3.8956864,,,,0.21,8.04,12.75,1.41,2.68,3.74,4.70999999999999,5.84,37.580000000000005,7.46,9.93000000000001,14.35,49.669999999999995,4.99,7.9799999999999995,13.170000000000002,23.18,15417.99409028019,323.777875895884,2173.937166729506,4132.022416195091,5766.32978976479,7261.875216521969,9004.10854872363,11501.82359134902,15310.06813164823,22124.82151955207,76582.82626289593,76899794.17643477,12298991.63147921,2030343.511296347,357434.7487853834,,,,,,,,,,27871.68287145422,45101258.06812933,2308358.613487654,422756.2622119641,94186.51675104388
Russia and Central Asia,2003,0.60771102945958,6.0708075,244.35001,39.737499,3.8179688,,,,0.2,8.05,12.8,1.4000000000000001,2.66999999999999,3.7800000000000096,4.75,5.90000000000001,38.32,7.6099999999999905,10.11,14.71,48.870000000000005,4.29,7.01,12.32,22.71,16335.69023072544,326.7138046145087,2286.996632301561,4361.629291603691,6174.890907214215,7759.452859594581,9638.057236128008,12431.46026558206,16515.38282326342,24029.80032939712,79837.46742633641,70030747.00526729,11455113.0674796,2012575.432284031,370913.209905568,,,,,,,,,,30089.25051380356,41550013.03893983,2360855.305878243,457062.1622423756,97243.77985655464
Russia and Central Asia,2004,0.601074001797656,5.8639126,229.80952,39.086956,3.6952527,,,,0.21,8.23,13.059999999999999,1.4000000000000001,2.74,3.8800000000000097,4.83,6.03999999999999,38.68,7.739999999999999,10.23,14.67,48.26,3.09,5.63,10.47,21.46,17861.87552568068,375.0993860392944,2500.662573595296,4894.153894036508,6930.407703964105,8627.285878903771,10788.57281751113,13825.09165687685,18272.69866277134,26203.37139617357,86203.88829769031,55256954.63765566,10047419.60784659,1869600.190822741,383253.6718971364,,,,,,,,,,32608.61647560778,33749984.45068006,2394762.116421835,496180.4804033443,111601.7754955026
Russia and Central Asia,2005,0.599586976785872,5.786747,228.71428,38.857143,3.6276436,,,,0.21,8.3,13.239999999999998,1.4000000000000001,2.76,3.93,4.9399999999999995,6.12,38.73,7.84,10.24,14.530000000000001,48.03,5.45,8.28,13.52,23.29,18914.60509669259,397.2067070305444,2648.044713536963,5220.431006687155,7433.439803000189,9343.81491776614,11575.73831917587,14829.05039580699,19368.55561901321,27482.92120549434,90848.14367775928,103046946.3747768,15665895.06002121,2557736.28422299,440594.9332350837,,,,,,,,,,34041.56440183843,59594440.90241992,2799038.788067047,511469.5916540981,102604.998451299
Russia and Central Asia,2006,0.608522091545012,6.0724816,235.38095,39.930817,3.8258514,,,,0.21,8.14,12.920000000000002,1.38,2.7199999999999998,3.83,4.78,6.00000000000001,37.65,7.6,9.99,14.06,49.43,5.04,7.9,13.420000000000002,24.01,20410.31700876634,428.6166571840931,2816.623747209755,5551.606226384443,7817.151414357507,9756.131530190309,12246.1902052598,15511.84092666242,20389.90669175757,28696.90571432547,100884.3706077741,102821510.4388104,16128274.12864561,2738245.92686621,490017.1688224804,,,,,,,,,,35595.00799799502,60035723.44377608,3100450.039644869,589650.8726566728,120214.6997443272
Russia and Central Asia,2007,0.614518159820022,6.2858944,249.55,41.764706,3.948576,,,,0.2,7.9399999999999995,12.64,1.3299999999999998,2.66000000000001,3.75,4.69999999999999,5.8900000000000095,37.45,7.6,9.969999999999999,13.99,49.91,7.24,10.440000000000001,15.55,25.1,22199.99921533458,443.9999843066915,2952.599895639499,5905.199791278998,8324.999705750466,10433.99963120725,13075.79953783207,16871.99940365428,22133.39921768857,31057.79890225308,110805.9728865833,160786033.5326572,23174526.81699223,3452902.669901446,557276.6775713967,,,,,,,,,,38432.10790149491,90846399.1464824,3378873.317423396,587194.2706807117,126672.1214058456
Russia and Central Asia,2008,0.609924237381549,6.1560197,250.55,40.560509,3.8844962,,,,0.2,8.14,12.9,1.37,2.75,3.82,4.760000000000001,6.01,36.99,7.57,9.839999999999991,13.569999999999999,50.11,1.22,4.25,10.37,22.45,23198.77132858383,463.9754265716765,3178.231672015984,6379.662115360552,8861.930647519019,11042.6151524059,13942.46156847888,17561.46989573795,22827.59098732648,31480.73269288824,116244.3534416515,28331263.42115528,9859469.427478524,2406537.422968495,520731.8226161548,,,,,,,,,,38678.83047390707,22494120.47888188,3936437.395339767,741348.2113577523,151501.4982909098
Russia and Central Asia,2009,0.590778613857715,5.4487033,210.13043,35.542858,3.4694903,,,,0.22999999999999998,8.870000000000001,13.930000000000001,1.52,3.0,4.12,5.06,6.23,37.74,7.7299999999999995,9.91,13.87,48.33,1.16,3.8899999999999997,9.27,19.61,21043.12895511754,483.9919659677033,3198.555601177866,6312.938686535262,8669.769129508426,10647.82325128947,13109.86933903823,16266.33868230586,20853.74079452148,29186.81986074802,101701.7002853344,24409020.33186109,8182897.28907226,1949729.391965012,412621.7656114645,,,,,,,,,,35725.56827144146,19984752.02324135,2919059.185048965,552820.1550042169,139010.0672465339
Russia and Central Asia,2010,0.566384974529058,4.8063831,196.43478,33.638416,3.0220735,,,,0.22999999999999998,9.4,14.95,1.54000000000001,3.15,4.4799999999999995,5.55,6.7299999999999995,39.87,8.25,10.530000000000001,14.360000000000001,45.18,1.29,3.8600000000000003,8.74,18.240000000000002,21876.11468259861,503.150637699768,3368.921661120186,6890.976125018561,9800.499377804175,12141.24364884223,14722.62518138887,18047.79461314385,23035.54876077633,31414.1006842116,98839.99801767334,28196420.09976623,8446614.363887263,1911714.825323458,399104.3041526379,,,,,,,,,,38098.99748219848,21959550.24578352,2831948.78350363,512928.67959225,130294.8195285842
Russia and Central Asia,2011,0.57844948975351,5.1083422,205.0,34.754284,3.2206285,,,,0.22999999999999998,9.229999999999999,14.64,1.52,3.08,4.3999999999999995,5.4099999999999895,6.529999999999999,38.2,7.9799999999999995,10.03,13.669999999999998,47.15,1.5699999999999998,4.44,9.42,19.580000000000002,23328.91224355024,536.5649816016554,3545.994661019636,7185.304971013474,10264.7213871621,12620.94152376068,15233.77969503831,18616.47197035309,23398.89898028089,31890.62303693318,110002.2024665437,36677531.5911508,10368496.53555882,2196737.827074391,456792.0953812423,,,,,,,,,,38619.14178358413,27589625.15351551,3221306.777222107,585541.2993386303,148944.2502797438
Russia and Central Asia,2012,0.570992846195665,4.9080215,199.52174,34.107956,3.0923181,,,,0.22999999999999998,9.35,14.84,1.53,3.1300000000000097,4.46,5.48999999999999,6.63,39.269999999999996,8.17,10.33,14.14,45.89,1.46,4.130000000000001,8.86,18.77,23908.88502141884,549.9043554926332,3658.059408277081,7483.481011704095,10663.3627195528,13125.97787675894,15851.59076920069,19533.55906249919,24697.87822712565,33807.16342028623,109724.16779429,34981274.06676156,9873838.046865633,2117995.025067068,448718.6059238841,,,,,,,,,,41510.89807564671,26237532.33795605,3074859.806690887,616678.5266940055,144015.6698502207
Russia and Central Asia,2013,0.576499308715455,4.9914713,203.56522,33.899441,3.1720867,,,,0.22999999999999998,9.379999999999999,14.760000000000002,1.56000000000001,3.1399999999999997,4.45,5.38,6.480000000000009,38.42,7.969999999999999,10.11,13.86,46.82,1.35,4.14,9.22,19.759999999999998,24042.66037654543,552.981188660545,3750.655018741087,7549.395358235265,10698.98386756272,12934.95128258144,15579.64392400144,19162.00032010671,24307.12964068743,33323.12728189197,112564.62256563,32503765.67270981,9962755.324315216,2216061.586261424,475177.6098623087,,,,,,,,,,40323.97379102818,25302133.67820753,3241793.417474238,654903.1919340502,150973.3861784038
Russia and Central Asia,2014,0.56728740951128,4.8212767,188.83333,32.059139,3.0416107,,,,0.24,9.4,14.899999999999999,1.6199999999999999,3.1199999999999997,4.42,5.5,6.69999999999999,39.78,8.260000000000002,10.51,14.31,45.32,1.31,4.01,8.88,18.69,24081.24135670733,577.949792560976,3901.161099786588,7513.347303292688,10643.90867966464,13244.68274618903,16134.43170899391,19891.10536064026,25309.3846658994,34460.2563814482,109133.0121236208,31475786.63918872,9654176.677169202,2138175.533628784,450112.5535114729,,,,,,,,,,41630.4152424526,24507326.34674754,3131219.070254786,574080.6514381452,145479.7900901329
Russia and Central Asia,2015,0.566321214985692,4.8367128,188.83333,31.378948,3.0314381,,,,0.24,9.370000000000001,14.95,1.6600000000000101,3.09,4.38,5.58,6.74,39.739999999999995,8.25,10.440000000000001,14.299999999999999,45.32,1.54,4.16,8.72,18.08,23551.59159644122,565.2381983145892,3909.564205009242,7277.441803300337,10315.59711924125,13141.7881108142,15873.77273600138,19430.06306706401,24587.86162668463,33678.77598291094,106727.4320960622,36289907.36517488,9794916.17878734,2054250.439311525,425752.5785517119,,,,,,,,,,40638.07329256367,26721569.87421192,2964409.170223041,534755.5895465262,140103.0552316278
Russia and Central Asia,2016,0.567551663014683,4.8209743,182.03999,30.78866,3.0400801,,,,0.25,9.44,14.97,1.69,3.1,4.3999999999999995,5.53,6.69,39.519999999999996,8.21,10.4,14.219999999999999,45.51,1.48,4.18,8.9,18.86,22705.18639759949,567.6296599399872,3837.176501194313,7038.60778325584,9990.282014943774,12555.96807787252,15189.76969999405,18640.95803242918,23613.39385350347,32286.77505738647,103336.499426615,33575514.54865225,9483613.798313592,2019945.657570394,428169.481258231,,,,,,,,,,38643.60436158533,25502405.3096494,2790443.337088224,572568.7243315106,137246.105693407
Russia and Central Asia,2017,0.570298617108605,4.9061832,191.75,31.376963,3.0906649,,,,0.24,9.379999999999999,14.89,1.67,3.08,4.38999999999999,5.510000000000001,6.69999999999999,39.09,8.18,10.299999999999999,13.91,46.02,1.49,4.16,9.3,19.2,23211.63165530445,557.079159727307,3876.342486435844,7149.182549833772,10189.90629667866,12789.60904207275,15551.79320905399,18987.11469403904,23907.98060496359,32287.3796325285,106818.4328862267,34626603.03014568,9646080.961712403,2157954.855911279,445745.0747282176,,,,,,,,,,38478.79647893721,25757554.19178679,3281624.505265081,584208.9974476045,144311.5971509553
Russia and Central Asia,2018,0.570766700348926,4.8918347,184.52,31.255209,3.0980525,,,,0.25,9.43000000000001,14.89,1.67,3.11,4.3999999999999995,5.46,6.660000000000001,38.97,8.16,10.280000000000001,13.88,46.129999999999995,1.01,3.47,8.799999999999999,19.64,24112.13409806886,602.8033524517214,4026.726394377499,7498.873704499414,10609.3390031503,13165.22521754559,16058.68130931386,19675.50142402419,24787.27385281478,33467.64212811957,111240.5680580448,24244134.16896337,8372631.839772815,2121723.820885252,473537.2192746279,,,,,,,,,,40232.69342854368,19575466.53391077,3231210.906230916,707965.5989141865,145720.3620715048
Russia and Central Asia,2019,0.571067020968627,4.9087048,192.66667,31.777779,3.1054399,,,,0.24,9.42,14.89,1.6500000000000101,3.1199999999999997,4.40999999999999,5.47000000000001,6.67,38.87,8.11999999999999,10.26,13.819999999999999,46.239999999999995,1.24,3.74,8.75,19.41,24619.27828657386,590.8626788777726,4062.180917284687,7681.214825411044,10857.10172437907,13466.7452227559,16421.05861714477,19990.85396869798,25259.37952202478,34023.84259204508,113833.7411123326,30536591.38733441,9205573.534613485,2153204.502835765,477783.5034571572,,,,,,,,,,41020.80779866254,23594340.99989453,3127775.857561496,700602.6425081434,149663.1705006592
Russia and Central Asia,2020,0.590075667837951,5.3719912,204.58333,33.508106,3.4216027,,,,0.24,9.139999999999999,14.35,1.6099999999999999,3.0400000000000102,4.25,5.20999999999999,6.34,36.54,7.68,9.64,12.889999999999999,49.1,1.05,3.81,9.34,22.15,23831.58327493502,571.9579985984406,3836.884907264539,7244.801315580247,10128.42289184738,12416.25488624115,15109.22379630881,18302.6559551501,22973.64627703736,30718.91084139125,117018.4891957696,25108932.4307388,9069995.636953598,2225426.420264925,527965.3370380314,,,,,,,,,,37219.60274959512,20050908.61918782,3700345.141037647,854913.0038982318,156317.4110754673
Russia and Central Asia,2021,0.591129449511456,5.4125414,205.0,33.928963,3.4405594,,,,0.24,9.09,14.299999999999999,1.59,3.02,4.24,5.21,6.329999999999999,36.49,7.670000000000001,9.610000000000001,12.889999999999999,49.2,1.06,3.82,9.370000000000001,22.220000000000002,24722.58025881895,593.3419262116549,3930.890261152214,7466.219238163323,10482.37402973924,12880.46431484468,15649.3933038324,18962.21905851414,23758.39962872501,31867.40595361763,121640.9379348775,26114117.93300916,9436909.844393687,2316907.935033676,549449.9106864508,,,,,,,,,,38735.16429638985,20871122.08522906,3855308.583367287,890321.2575864575,162618.6915962579
South & South-East Asia,1980,0.56325599246329,4.5159364,174.38461,27.049549,2.9556715,,,,0.26000000000001,10.040000000000001,15.340000000000002,1.96,3.51,4.31,5.29999999999999,6.40000000000001,39.32,7.92999999999999,10.280000000000001,14.71,45.34,0.8,2.42,6.94,18.22,3553.643759695213,92.39473775207554,696.5141769002619,1247.32895965302,1531.620460428637,1883.431192638463,2274.332006204937,2818.039501438304,3653.14578496668,5227.409970511659,16113.43023631448,2835803.94601046,859160.9655146811,246487.4520910331,64745.87401967232,,,,,,,,,,6530.809395522003,2007688.64791635,382218.1360238054,96804.01259717294,24352.98565176073
South & South-East Asia,1981,0.557649728611445,4.3864307,171.57692,26.544643,2.8651252,,,,0.26000000000001,10.17,15.57,1.9799999999999902,3.54,4.3900000000000095,5.399999999999991,6.52,39.82,8.04,10.41,14.85,44.61,0.76,2.3,6.660000000000001,17.84,3638.35417265939,94.59720848914414,720.3941261865593,1287.977377121424,1597.237481797472,1964.71125323607,2372.206920573922,2925.236754818149,3787.526693738425,5402.955946399194,16230.71082456026,2756532.892104472,836734.5127201355,242200.0707774618,64908.02596528031,,,,,,,,,,6610.906865205953,1951344.900616212,365129.2779629628,97656.56838705495,24472.22324624661
South & South-East Asia,1982,0.553336821955924,4.2876577,169.69231,26.0,2.8012698,,,,0.26000000000001,10.290000000000001,15.75,2.01,3.5700000000000003,4.45,5.46,6.60000000000001,40.129999999999995,8.13999999999999,10.489999999999998,14.899999999999999,44.12,0.72,2.27,6.6000000000000005,17.65,3697.623504502312,96.13821111706012,743.2223244049648,1320.051591107326,1645.442459503529,2018.902433458263,2440.431512971526,3009.865532664882,3878.807056222926,5509.459021708445,16315.56102368444,2665758.136160716,838851.5741134399,244230.3249654018,65252.73863585731,,,,,,,,,,6773.757741613982,1902422.68012316,370431.9261566643,99667.11272643412,24377.72780208195
South & South-East Asia,1983,0.574039809519775,4.8175259,186.92,28.314816,3.1489217,,,,0.25,9.700000000000001,14.84,1.91,3.3400000000000105,4.1999999999999895,5.140000000000001,6.260000000000001,38.43,7.71000000000001,10.03,14.430000000000001,46.73,0.72,2.31,6.710000000000001,18.360000000000003,3756.892836345235,93.92232090863088,717.5665317419398,1254.802207339308,1577.894991264999,1931.042917881451,2351.814915552117,2896.564376822176,3768.163514854271,5421.196362846174,17555.74383526559,2719036.932116543,868367.8411573751,251971.5427204235,68971.88920900068,,,,,,,,,,6854.693928257972,1952728.92338644,384868.761189856,104388.8096391469,26766.53349043973
South & South-East Asia,1984,0.563021037568596,4.5179281,174.46153,27.040541,2.9569752,,,,0.26000000000001,10.040000000000001,15.340000000000002,1.96,3.46,4.36000000000001,5.29999999999999,6.4399999999999995,39.300000000000004,7.93,10.26,14.67,45.36,0.73,2.26,6.5600000000000005,17.95,3845.237689469591,99.97617992620934,753.6665871360397,1330.452240556478,1676.523632608742,2037.975975418883,2476.333072018416,3049.273487749385,3945.2138693958,5640.963690451889,17442.93640414003,2794566.190091467,870527.2577571616,252379.1591630036,69040.66399972407,,,,,,,,,,7044.66331970734,1995972.750487692,382921.4001948001,105071.2456723006,26700.9737813965
South & South-East Asia,1985,0.567419783738636,4.6296668,183.52,27.611872,3.0303831,,,,0.25,9.91,15.14,1.9400000000000102,3.42,4.29999999999999,5.2299999999999995,6.35,38.98,7.88,10.16,14.59,45.879999999999995,0.7000000000000001,2.22,6.49,18.3,3834.893513629081,95.872337840727,743.9693416440416,1311.533581661146,1649.004210860505,2005.649307628009,2435.157381154466,3021.896088739715,3896.251809847146,5595.109636384828,17594.60438774751,2702666.854490456,850566.0736804974,248761.3535558652,70169.71681409974,,,,,,,,,,7023.276037226285,1905908.807167571,376036.9318144606,106032.135736188,27686.88556792511
South & South-East Asia,1986,0.567035991160019,4.6262627,183.2,27.701836,3.025099,,,,0.25,9.9,15.14,1.93000000000001,3.42,4.29999999999999,5.24,6.36,39.06,7.8900000000000095,10.22,14.59,45.800000000000004,0.69,2.18,6.4399999999999995,18.25,3875.990644671107,96.89976611677766,748.0661944215236,1325.588800477519,1666.675977208576,2031.01909780766,2465.130050010824,3058.156618645503,3961.262438853871,5655.070350575144,17753.82082399536,2681882.050359031,845193.1130483125,249757.0503735943,70737.24862372772,,,,,,,,,,7127.137154111406,1875379.509822066,377017.3919407489,105392.8936264764,27139.62275149813
South & South-East Asia,1987,0.568951212791234,4.6839957,183.8,28.037037,3.0592544,,,,0.25,9.81,15.02,1.91,3.39,4.26,5.21,6.34,39.03,7.86,10.22,14.610000000000001,45.95,0.7100000000000001,2.19,6.61,18.34,4001.937974837317,100.0484493709329,764.3701531939274,1356.65697346985,1704.825577280697,2085.009684890242,2537.228676046859,3145.523248222131,4089.980610283738,5846.83138123732,18387.61127346661,2846624.652870434,877485.8128023047,264679.6423128101,73388.71250673845,,,,,,,,,,7326.19264596122,2001478.927330364,405339.4658197453,112136.3177713689,28663.01232325324
