Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines
East Asia,2011,14.9793159098395,7.01240168607258,39.3182993273406,68.5351566680638,90.6571670322414,85.0206840901605,92.98759831392742,60.6817006726594,31.464843331936194,9.342832967758596,32.30589764126802,29.21685734072321,22.122010364177598
Eastern Europe and former USSR,2011,2.46053445120137,0.21137213077694,10.7687642168957,37.560919759494496,89.7339874357977,97.53946554879863,99.78862786922306,89.2312357831043,62.439080240505504,10.266012564202299,10.55739208611876,26.792155542598795,52.173067676303205
Latin America and Caribbean,2011,7.7253511643219195,5.08489495615199,24.0901741153266,53.0802869795826,89.84089592677759,92.27464883567808,94.91510504384802,75.9098258846734,46.9197130204174,10.159104073222409,19.005279159174613,28.990112864256,36.76060894719499
Middle East and North Africa,2011,1.00330570234057,2.88910000927136,31.976992451611302,62.4075969097318,92.48565418350209,98.99669429765943,97.11089999072864,68.0230075483887,37.5924030902682,7.514345816497908,29.087892442339943,30.4306044581205,30.07805727377029
South and South-East Asia,2011,20.0721698397053,17.0627858018596,76.51034690597591,93.0541051150921,99.204434560674,79.9278301602947,82.9372141981404,23.489653094024092,6.945894884907901,0.7955654393259977,59.4475611041163,16.54375820911619,6.150329445581903
Sub-Saharan Africa,2011,43.4248204278111,48.2402376694757,85.2832574408539,95.27955468683929,99.13970294585009,56.5751795721889,51.7597623305243,14.716742559146098,4.72044531316071,0.8602970541499104,37.043019771378205,9.996297245985389,3.860148259010799
Western Europe,2011,0.85587356323373,0.43863446315715005,1.04006287559644,2.90333370416942,31.8090112725454,99.14412643676627,99.56136553684286,98.95993712440357,97.09666629583057,68.1909887274546,0.60142841243929,1.86327082857298,28.90567756837598
Western Offshoots,2011,1.39849185128031,0.90946707754861,1.5712759658728401,3.2185248387726304,25.4551348599499,98.60150814871969,99.09053292245139,98.42872403412716,96.78147516122738,74.54486514005009,0.6618088883242301,1.6472488728997903,22.23661002117727
World,2011,15.987232022048001,13.390861333874298,48.3979633239452,67.9847281153849,86.9443571561082,84.012767977952,86.6091386661257,51.6020366760548,32.0152718846151,13.055642843891803,35.0071019900709,19.5867647914397,18.9596290407233
East Asia,2012,14.553156741881201,5.74872107151524,35.1257817081655,65.0695551940062,90.1794242572062,85.4468432581188,94.25127892848477,64.8742182918345,34.9304448059938,9.820575742793807,29.377060636650256,29.9437734858407,25.109869063199994
Eastern Europe and former USSR,2012,2.4758824020972603,0.21849487180218,10.305922869284,36.1967088615173,89.26368912684181,97.52411759790274,99.78150512819782,89.694077130716,63.8032911384827,10.736310873158189,10.08742799748182,25.8907859922333,53.06698026532451
Latin America and Caribbean,2012,6.898210359225939,4.38232759906355,22.4457710987317,51.079301694394395,88.8657688524829,93.10178964077406,95.61767240093646,77.5542289012683,48.920698305605605,11.134231147517099,18.06344349966815,28.633530595662695,37.786467158088506
Middle East and North Africa,2012,0.96138649453255,3.79318441375225,32.2285783854135,63.435098921765196,93.5631932613607,99.03861350546745,96.20681558624776,67.7714216145865,36.564901078234804,6.436806738639305,28.43539397166125,31.206520536351697,30.1280943395955
South and South-East Asia,2012,20.9236323255611,15.754688253886501,75.5117634159905,92.65821719060659,99.0963362118305,79.0763676744389,84.2453117461135,24.4882365840095,7.341782809393408,0.9036637881694958,59.757075162104,17.14645377461609,6.438119021223912
Sub-Saharan Africa,2012,41.5155233983101,45.9036282395395,84.65071010229221,95.0807161462546,99.1181971734453,58.4844766016899,54.0963717604605,15.349289897707791,4.919283853745398,0.8818028265547042,38.74708186275271,10.430006043962393,4.037481027190694
Western Europe,2012,0.85641032414095,0.42260374157146996,1.14190138658515,3.2891290799940798,32.9373313485454,99.14358967585905,99.57739625842854,98.85809861341485,96.71087092000592,67.0626686514546,0.71929764501368,2.14722769340893,29.64820226855132
Western Offshoots,2012,1.42105289741705,0.92038921744936,1.35982516821917,3.03292409354485,25.4012657176986,98.57894710258294,99.07961078255065,98.64017483178083,96.96707590645515,74.5987342823014,0.43943595076981,1.67309892532568,22.36834162415375
World,2012,15.9332674174158,12.4803677032068,47.0156431776191,66.9749201110029,86.8791680163163,84.0667325825842,87.5196322967932,52.9843568223809,33.0250798889971,13.1208319836837,34.535275474412295,19.959276933383805,19.904247905313397
East Asia,2013,11.4426180850061,1.66629702429743,27.695471948676598,60.877767012829295,89.7359546568111,88.5573819149939,98.33370297570256,72.3045280513234,39.122232987170705,10.264045343188897,26.02917492437917,33.1822950641527,28.858187643981807
Eastern Europe and former USSR,2013,2.41172938862021,0.2010159646024,9.65173622554258,34.1048986596777,88.6325388357793,97.58827061137978,99.7989840353976,90.34826377445742,65.8951013403223,11.3674611642207,9.45072026094018,24.453162434135123,54.5276401761016
Latin America and Caribbean,2013,6.6963384116785996,4.2197606988761,21.5616766648881,50.1213137711393,88.5211003330697,93.3036615883214,95.7802393011239,78.4383233351119,49.8786862288607,11.478899666930303,17.341915966012,28.5596371062512,38.3997865619304
Middle East and North Africa,2013,0.83281563757709,3.74646469682688,32.134142477863,64.5056826801619,94.1781813621039,99.16718436242292,96.25353530317312,67.86585752213699,35.4943173198381,5.821818637896101,28.38767778103612,32.371540202298895,29.672498681942002
South and South-East Asia,2013,17.709377245126202,14.223050061817698,74.1017129550704,92.1457371598337,99.036546110191,82.2906227548738,85.7769499381823,25.898287044929603,7.8542628401662995,0.9634538898090028,59.878662893252695,18.044024204763303,6.890808950357297
Sub-Saharan Africa,2013,37.306849538153095,41.6015221976681,82.9662442592449,94.62195941255071,99.0800352027572,62.693150461846905,58.3984778023319,17.033755740755097,5.378040587449291,0.9199647972427982,41.3647220615768,11.655715153305806,4.458075790206493
Western Europe,2013,0.8735399743338199,0.47432285536484,1.19131257884303,3.53320931185924,33.218571683915,99.12646002566618,99.52567714463515,98.80868742115698,96.46679068814076,66.781428316085,0.7169897234781901,2.3418967330162097,29.685362372055764
Western Offshoots,2013,1.44366648644568,0.9313393988804,1.38341917778677,3.0292424823890998,25.2753171634717,98.55633351355432,99.0686606011196,98.61658082221324,96.9707575176109,74.7246828365283,0.45207977890636997,1.6458233046023298,22.2460746810826
World,2013,13.704109120014499,10.5927151195533,44.6854767661154,65.7939348415866,86.7941851064727,86.2958908799855,89.4072848804467,55.3145232338846,34.206065158413395,13.205814893527304,34.092761646562096,21.108458075471205,21.00025026488609
East Asia,2014,8.920983071506031,1.2256618268588502,23.6520011974671,57.1648934519032,89.2855080287926,91.07901692849397,98.77433817314115,76.3479988025329,42.8351065480968,10.714491971207394,22.42633937060825,33.512892254436096,32.12061457688941
Eastern Europe and former USSR,2014,2.3358034455369903,0.71813824873971,10.3706200193593,33.4496193867089,88.7565586797572,97.664196554463,99.2818617512603,89.62937998064069,66.5503806132911,11.243441320242795,9.652481770619591,23.078999367349603,55.3069392930483
Latin America and Caribbean,2014,9.12084180117936,5.33919300136664,21.186751456202497,49.8946365317894,88.4694121092019,90.87915819882065,94.66080699863336,78.8132485437975,50.1053634682106,11.530587890798103,15.847558454835857,28.707885075586905,38.574775577412495
Middle East and North Africa,2014,0.7163950868743201,3.33205808743052,31.660390921014297,64.2519366345777,93.8526977955257,99.28360491312569,96.66794191256947,68.3396090789857,35.7480633654223,6.1473022044743,28.328332833583776,32.591545713563406,29.600761160947997
South and South-East Asia,2014,15.400486979331502,12.8876762173458,72.6452711955869,91.78236359473921,98.9718213358872,84.5995130206685,87.1123237826542,27.3547288044131,8.21763640526079,1.0281786641128008,59.7575949782411,19.13709239915231,7.18945774114799
Sub-Saharan Africa,2014,35.826697987775006,40.5558528737635,81.3893363007725,94.3161825222012,99.1209147121543,64.173302012225,59.4441471262365,18.6106636992275,5.683817477798797,0.8790852878456974,40.833483427009,12.926846221428704,4.8047321899531
Western Europe,2014,0.8375418727752499,0.37991220753834,1.1214255836817,3.5316119371389196,32.6489430018315,99.16245812722475,99.62008779246166,98.8785744163183,96.46838806286108,67.3510569981685,0.74151337614336,2.4101863534572194,29.11733106469258
Western Offshoots,2014,1.31078441647627,1.00624735506635,1.59651240184212,3.19181443494875,25.1003976379664,98.68921558352373,98.99375264493365,98.40348759815788,96.80818556505125,74.8996023620336,0.59026504677577,1.5953020331066299,21.90858320301765
World,2014,12.4456006899106,10.1068014771888,43.2460268615896,64.8563675809087,86.66844891547821,87.5543993100894,89.8931985228112,56.7539731384104,35.143632419091304,13.331551084521791,33.1392253844008,21.610340719319098,21.812081334569513
East Asia,2015,6.69069746010421,0.66958542278647,20.0761910524981,53.9184483094204,88.8346854672227,93.3093025398958,99.33041457721353,79.9238089475019,46.0815516905796,11.165314532777302,19.40660562971163,33.842257256922295,34.9162371578023
Eastern Europe and former USSR,2015,2.37802591093108,0.61586078703631,10.5506341957385,35.6562441081552,89.3647008890367,97.62197408906891,99.38413921296369,89.4493658042615,64.34375589184481,10.635299110963302,9.93477340870219,25.1056099124167,53.7084567808815
Latin America and Caribbean,2015,7.78447019545115,4.9663003988481895,20.6065329992774,48.9516324942033,88.17861522757529,92.21552980454885,95.03369960115181,79.39346700072261,51.0483675057967,11.821384772424707,15.640232600429208,28.345099494925904,39.22698273337199
Middle East and North Africa,2015,0.86495721022001,3.9238456545812697,31.940188939634602,64.7146215859286,93.8410331720302,99.13504278977999,96.07615434541873,68.0598110603654,35.2853784140714,6.158966827969806,28.01634328505333,32.774432646293995,29.126411586101597
South and South-East Asia,2015,14.172572366439502,11.6039326738727,71.18350019501321,91.2844864613173,98.8654818517305,85.8274276335605,88.3960673261273,28.81649980498679,8.7155135386827,1.1345181482695068,59.57956752114051,20.10098626630409,7.580995390413193
Sub-Saharan Africa,2015,41.5239934364648,48.5115509339888,84.3883174509137,95.0045879373763,99.1605814431661,58.4760065635352,51.4884490660112,15.611682549086296,4.9954120626237,0.8394185568339054,35.8767665169249,10.616270486462597,4.1559935057897945
Western Europe,2015,1.04550337837707,0.52960774865469,1.28062671624241,3.56479890592359,31.7327699997764,98.95449662162294,99.47039225134532,98.71937328375759,96.4352010940764,68.2672300002236,0.7510189675877201,2.28417218968118,28.167971093852813
Western Offshoots,2015,1.38206136446287,1.07747682372254,1.5957708037378102,3.0031594761855898,23.6550089478118,98.61793863553713,98.92252317627747,98.4042291962622,96.99684052381441,76.34499105218819,0.5182939800152702,1.4073886724477795,20.65184947162621
World,2015,12.1788603865766,10.604951574507,42.471045984476,64.2392528240495,86.463826017961,87.8211396134234,89.395048425493,57.528954015524,35.7607471759505,13.536173982039003,31.866094409969,21.7682068395735,22.224573193911496
East Asia,2016,5.596324758948381,0.52122879816875,17.6349276489929,50.8936356045559,88.0867515253088,94.40367524105162,99.47877120183125,82.3650723510071,49.1063643954441,11.913248474691201,17.11369885082415,33.258707955563,37.1931159207529
Eastern Europe and former USSR,2016,2.21827985890145,0.17204867691723,9.82096999084358,35.2414933552828,89.23179913876031,97.78172014109855,99.82795132308277,90.17903000915642,64.7585066447172,10.768200861239691,9.64892131392635,25.42052336443922,53.99030578347751
Latin America and Caribbean,2016,7.73496865435462,4.96650998144956,22.5658226402516,50.0503847462319,88.44879833346751,92.26503134564538,95.03349001855044,77.4341773597484,49.9496152537681,11.551201666532492,17.59931265880204,27.4845621059803,38.39841358723561
Middle East and North Africa,2016,0.5899060035274,3.68862351212153,33.3484621978568,64.2228870370205,93.49257670218189,99.4100939964726,96.31137648787848,66.6515378021432,35.7771129629795,6.507423297818107,29.659838685735266,30.8744248391637,29.269689665161394
South and South-East Asia,2016,12.950279469974902,10.2729374619376,69.6228398568033,90.8978858733377,98.8229053795674,87.0497205300251,89.7270625380624,30.377160143196704,9.1021141266623,1.177094620432598,59.349902394865694,21.275046016534404,7.925019506229702
Sub-Saharan Africa,2016,39.4211907438831,43.4307957574237,83.3570565841267,94.87706763245019,99.1626016125124,60.5788092561169,56.5692042425763,16.642943415873305,5.122932367549808,0.8373983874875961,39.92626082670299,11.520011048323497,4.285533980062212
Western Europe,2016,1.01957987257015,0.52977541404801,1.16919936773403,3.2744193355763596,30.328660439306997,98.98042012742985,99.470224585952,98.83080063226598,96.72558066442365,69.671339560693,0.63942395368602,2.10521996784233,27.05424110373064
Western Offshoots,2016,1.4533325075708001,1.1487220927242299,1.38414210482075,2.7691729359470103,22.0341934600573,98.5466674924292,98.85127790727577,98.61585789517925,97.23082706405299,77.9658065399427,0.2354200120965202,1.3850308311262602,19.265020524110287
World,2016,11.304464705138601,9.56800826481537,41.6367360985371,63.545626002443,86.1502586838121,88.6955352948614,90.43199173518462,58.3632639014629,36.454373997557,13.849741316187902,32.06872783372173,21.9088899039059,22.604632681369097
East Asia,2017,5.420688469137129,0.46974283205362,16.7628145458461,49.8234236561291,87.9535849603605,94.57931153086287,99.53025716794637,83.2371854541539,50.1765763438709,12.046415039639498,16.293071713792482,33.060609110282996,38.1301613042314
Eastern Europe and former USSR,2017,2.26598943085949,0.1531761223771,9.67187216805676,32.755524549725,88.2581379138774,97.73401056914051,99.8468238776229,90.32812783194323,67.24447545027499,11.741862086122595,9.51869604567966,23.083652381668244,55.5026133641524
Latin America and Caribbean,2017,8.91151431193159,6.257618254433391,22.5675622790131,50.415099595364296,88.7929941870007,91.0884856880684,93.7423817455666,77.4324377209869,49.584900404635704,11.207005812999299,16.309944024579707,27.847537316351197,38.377894591636405
Middle East and North Africa,2017,0.62955358854042,4.1412348666331695,32.549078672013195,63.3885372830761,93.1704197109785,99.37044641145958,95.85876513336683,67.4509213279868,36.6114627169239,6.829580289021493,28.407843805380026,30.839458611062902,29.78188242790241
